person;executed_score;first_act_x;first_act_y;first_act_type
zone_17163;130.61505258093612;632622.9876690283;4804457.694485508;home
zone_17164;117.37608481621838;634137.1627449248;4805307.747398743;home
zone_17165;113.73067814917675;634825.854765265;4804602.80340194;home
zone_17166;124.35728203340949;632411.879741347;4802109.635686822;home
zone_17167;120.80715437289585;635785.308512781;4803236.389324611;home
zone_17168;131.2771372757849;633377.6220774956;4803541.258214202;home
zone_17169;114.79274927375818;635012.7720442864;4804836.814537248;home
zone_1717;130.48689292184702;632945.7852111394;4805400.043875223;home
zone_17170;140.20864197416492;631456.646122402;4801112.2259101495;home
zone_17171;123.7847109240063;635094.3955259405;4804127.510495432;home
zone_17172;124.17696144094668;630507.4525439278;4800460.30474993;home
zone_17173;128.97253287700104;631962.8472595648;4804554.333161513;home
zone_17174;131.69805757707846;635255.1885227569;4803514.996074655;home
zone_17175;137.3168198988939;634550.5859533654;4804763.835371958;home
zone_17176;127.59343798642844;630310.0104871503;4802501.5205480065;home
zone_17177;136.03736379606758;631724.0245786407;4804203.098668076;home
zone_17178;123.81929607325658;630562.1354811618;4803406.891388325;home
zone_17179;116.81647050247243;632361.6127265748;4801028.265921773;home
zone_1718;127.46654617764928;633853.1272488823;4803908.969709034;home
zone_17180;98.39522328206696;632246.1130241295;4805045.8673726935;home
zone_17181;99.75439138400668;632571.4235714863;4803469.315626558;home
zone_17182;88.63021511574307;638123.2489225944;4802985.867932502;home
zone_17183;125.68232644597576;630619.9870648012;4803475.6245865505;home
zone_17184;137.31021237665556;630451.0619626248;4801294.608797247;home
zone_17185;130.47804572905704;632060.2211048718;4804310.413999602;home
zone_17186;116.58779540014726;632744.8747950724;4803938.610677628;home
zone_17187;135.97641224756998;631052.5190304555;4801408.033824677;home
zone_17188;130.3026716171851;630058.9064276607;4804826.804914959;home
zone_17189;127.61712368486597;631436.2285235787;4802359.543552878;home
zone_1719;132.98412217899823;634102.8140999586;4804132.492123852;home
zone_17190;124.62006179199831;631182.9439895863;4803954.750290711;home
zone_17191;122.36382585710659;632096.2967094767;4802805.7501438;home
zone_17192;135.5673218012248;632794.3477807443;4802527.6201878395;home
zone_17193;116.03801894555679;632945.7852111394;4805400.043875223;home
zone_17194;120.09792381129772;631901.435910394;4804699.736045346;home
zone_17195;108.1398182815932;631132.1570447612;4804102.015537772;home
zone_17196;123.59327302708336;630663.2745583015;4804751.341089865;home
zone_17197;128.75969523035727;631442.2932813999;4803231.511815943;home
zone_17198;122.3663727224459;634549.5731778375;4803645.0555167105;home
zone_17199;123.50393456382612;630058.9064276607;4804826.804914959;home
zone_172;117.62676585717703;633902.2842819106;4804484.024175754;home
zone_1720;124.63843300332873;630911.9943178406;4803496.651782792;home
zone_17200;123.71722688300225;632812.0200365256;4803533.284026022;home
zone_17201;126.54273345323057;631986.1810192252;4801923.634337071;home
zone_17202;102.55158735497027;638123.2489225944;4802985.867932502;home
zone_17203;138.95160969475998;632231.1188788621;4803535.090096089;home
zone_17204;131.26929060506012;631703.1258707009;4800972.097819116;home
zone_17205;126.13280486875898;630457.0280695013;4801583.97595198;home
zone_17206;123.71177870228951;631873.2105656639;4804623.875304587;home
zone_17207;132.358801799869;631617.3538702233;4803507.970557354;home
zone_17208;131.08614488201928;635466.0106133783;4803871.596125836;home
zone_17209;123.38280102759879;634345.4245321029;4804266.418250648;home
zone_1721;133.07983152785113;635175.2478655227;4804453.386556908;home
zone_17210;112.5320305774823;630442.2579337053;4803276.817510961;home
zone_17211;139.25090877730045;630681.2477854895;4802710.327015594;home
zone_17212;121.66438332662113;637189.5867645489;4804833.534866543;home
zone_17213;122.52210908222928;630161.2946635531;4800801.045529295;home
zone_17214;141.1669912388514;630672.7993184038;4803212.039297139;home
zone_17215;119.841622999875;631684.2247837695;4802781.994368805;home
zone_17216;125.76202161077937;634270.5487831694;4803966.064734861;home
zone_17217;135.68926013030074;631384.9462649372;4804246.21377017;home
zone_17218;123.17069351484649;629831.4826337048;4800850.333242732;home
zone_17219;137.1354811048995;634399.0444691649;4800654.108941071;home
zone_1722;125.21614715731882;634024.6703422363;4804454.148357515;home
zone_17220;134.42258631076982;634046.5593811399;4804809.976321165;home
zone_17221;110.35959835901009;632668.3781858163;4803782.159334039;home
zone_17222;114.84525582069122;630826.7976311883;4802184.598196784;home
zone_17223;129.04716189407426;635813.9615521946;4804071.436933761;home
zone_17224;128.47423923413663;631336.4364957041;4804176.438556725;home
zone_17225;131.24097052945424;632702.7056921504;4804774.02510927;home
zone_17226;112.83050860889385;631750.3439433665;4802192.636111722;home
zone_17227;131.9797533244371;630997.8532858391;4802558.316165617;home
zone_17228;138.06373146881793;632668.3781858163;4803782.159334039;home
zone_17229;128.03787897342386;633066.4012017602;4803614.42085474;home
zone_1723;137.09348403454558;632246.1130241295;4805045.8673726935;home
zone_17230;140.14325943483257;631336.4364957041;4804176.438556725;home
zone_17231;137.39928051905903;631153.1783559389;4802441.457958708;home
zone_17232;140.91419837438363;636388.6401010551;4801896.6194677055;home
zone_17233;140.08095736595533;630491.4923342166;4803335.067557672;home
zone_17234;114.94860531080458;630744.5100327333;4801479.252159022;home
zone_17235;137.98601711360672;631141.0345049776;4803883.943665024;home
zone_17236;94.18384737693634;631230.6644300111;4800916.123409456;home
zone_17237;131.50235883078446;630180.7776721693;4801910.249368828;home
zone_17238;126.74700769721504;632945.3893258809;4803748.804480577;home
zone_17239;111.84970393412767;632945.7852111394;4805400.043875223;home
zone_1724;139.74157055642561;632747.7525207768;4803020.284033144;home
zone_17240;135.69111743774192;633190.4582084568;4803685.7811677735;home
zone_17241;131.44427424806324;632246.1130241295;4805045.8673726935;home
zone_17242;135.59900680446282;633256.2143263456;4803735.906518526;home
zone_17243;127.05630516762777;630075.9173092761;4801352.185920002;home
zone_17244;136.88946574392148;631090.7903383438;4802965.504740237;home
zone_17245;127.64867055651307;632650.0640303618;4804904.357038192;home
zone_17246;122.83979681693162;631407.1893850741;4804082.934081808;home
zone_17247;120.05223300462497;631708.7028688439;4801557.430779651;home
zone_17248;139.1042333165293;631024.6438967054;4801108.558524924;home
zone_17249;124.63145942854553;633658.0422692972;4802650.466149388;home
zone_1725;104.08768688546095;630434.6109876474;4802586.73078089;home
zone_17250;120.10928765387588;633002.3123176398;4803591.649557233;home
zone_17251;120.59475980666488;632303.5491439501;4804209.979694768;home
zone_17252;94.48566118524379;630058.9064276607;4804826.804914959;home
zone_17253;129.3477299054827;630261.409059017;4803422.039820019;home
zone_17254;125.56845433548072;632934.9838254559;4803549.173101837;home
zone_17255;120.92971479334203;632246.1130241295;4805045.8673726935;home
zone_17256;121.2222656809612;630937.0482643002;4804556.9025685;home
zone_17257;132.7837683349178;631423.0319878319;4804629.119078821;home
zone_17258;139.94730413753365;629963.5952493015;4801818.996508034;home
zone_17259;138.92547975458754;631580.318905155;4803000.045457482;home
zone_1726;136.37370393438152;632955.3667052033;4804152.701514505;home
zone_17260;128.98228427646836;630092.0945456675;4801083.743613288;home
zone_17261;137.6372013384193;634802.8380692467;4804248.2826655265;home
zone_17262;116.40559074412631;630498.8940093073;4802059.516753806;home
zone_17263;126.89397830901991;632239.5254670911;4803666.675834572;home
zone_17264;122.88094908075989;634716.1441747815;4804308.893082764;home
zone_17265;136.2518529471835;631791.0826605032;4802719.483491401;home
zone_17266;116.4677669619766;632794.3477807443;4802527.6201878395;home
zone_17267;135.51153334863068;632118.1127900733;4803879.064119235;home
zone_17268;133.2379603754857;634434.2226101037;4805061.823058644;home
zone_17269;135.1990045919367;631263.3005548145;4800743.513843302;home
zone_1727;129.9970664822117;631617.3538702233;4803507.970557354;home
zone_17270;129.23694852715025;630966.2898054193;4803586.200534974;home
zone_17271;133.0732778184275;630276.8622092071;4802717.1242650105;home
zone_17272;137.83283989856574;632175.7273756515;4804420.074334943;home
zone_17273;140.90546169998646;630960.4294058172;4804786.410587627;home
zone_17274;129.4878893172096;631989.6160508783;4804617.006079958;home
zone_17275;118.90014792369837;631423.0319878319;4804629.119078821;home
zone_17276;139.4460736443398;631454.3319443192;4803091.304257268;home
zone_17277;131.79339781007224;634343.0794054783;4804144.103536632;home
zone_17278;120.82346540576596;631833.5942023636;4804157.957531618;home
zone_17279;103.68086137365123;638123.2489225944;4802985.867932502;home
zone_1728;140.52450149909765;631204.4629582611;4803437.241184747;home
zone_17280;122.30827716986488;630727.6492413884;4803620.102834826;home
zone_17281;124.79418264266211;636388.6401010551;4801896.6194677055;home
zone_17282;114.38784754013376;631334.0791395243;4802069.146528173;home
zone_17283;110.15692414969486;630663.2745583015;4804751.341089865;home
zone_17284;137.9432687882533;630006.3639751023;4800683.284120578;home
zone_17285;140.24548176392696;631053.6688814128;4803278.381119996;home
zone_17286;140.6226545752262;631889.6762240292;4803757.578848944;home
zone_17287;141.43769199772524;631682.0659409305;4801097.919134301;home
zone_17288;122.40010159047456;630161.2946635531;4800801.045529295;home
zone_17289;124.28583800713565;630058.9064276607;4804826.804914959;home
zone_1729;126.13915277250106;630617.1511457147;4801576.524765048;home
zone_17290;134.33081742060173;632097.5672157439;4804671.138690782;home
zone_17291;114.59900322722444;636388.6401010551;4801896.6194677055;home
zone_17292;118.28385153097008;632161.9663492015;4803385.8403166365;home
zone_17293;121.47024458295823;632307.3642327089;4802785.925078126;home
zone_17294;130.78405562552956;630963.4856775263;4802119.595432976;home
zone_17295;133.82723266373665;636388.6401010551;4801896.6194677055;home
zone_17296;127.80228809189659;634196.3879052324;4801871.029596893;home
zone_17297;117.45505411073692;631132.1570447612;4804102.015537772;home
zone_17298;127.14107500265239;632305.0121772453;4801535.331581049;home
zone_17299;117.11602905054129;631277.4531488112;4801107.0728489775;home
zone_173;125.2836916011151;632363.4931379454;4803384.4238072205;home
zone_1730;127.63384915434524;633658.0422692972;4802650.466149388;home
zone_17300;134.26990696375523;633292.3138925572;4804066.701232426;home
zone_17301;119.58190272619964;635466.0106133783;4803871.596125836;home
zone_17302;115.10711931237505;636388.6401010551;4801896.6194677055;home
zone_17303;126.78060643981577;631488.7735448331;4801481.751888113;home
zone_17304;123.12490536960408;631423.0319878319;4804629.119078821;home
zone_17305;129.9912222345577;630261.409059017;4803422.039820019;home
zone_17306;109.73685865216704;636388.6401010551;4801896.6194677055;home
zone_17307;131.0806160858202;630937.0482643002;4804556.9025685;home
zone_17308;121.25620323233586;635277.8929762493;4804169.496743305;home
zone_17309;136.05532176350317;632361.6127265748;4801028.265921773;home
zone_1731;118.2265883155757;635167.3218910543;4804100.110158645;home
zone_17310;120.82218462337994;630657.9273478924;4800874.709214915;home
zone_17311;130.6072781014285;630924.9920220341;4804611.391601428;home
zone_17312;136.31555710207735;632303.5491439501;4804209.979694768;home
zone_17313;115.14537431193084;635310.838339203;4804955.731644088;home
zone_17314;136.86729000027353;633134.4577175133;4803769.380998451;home
zone_17315;133.82153982890026;630744.5100327333;4801479.252159022;home
zone_17316;134.09508085124583;630119.0602545536;4802415.255650572;home
zone_17317;140.96435172049914;634549.5731778375;4803645.0555167105;home
zone_17318;127.29838152780324;633809.5230032371;4804122.927021172;home
zone_17319;117.88900872070766;634494.2227653256;4804020.60968961;home
zone_1732;134.7657244874794;632688.3606165657;4803135.4737548875;home
zone_17320;120.5339260831672;631263.6296640639;4804081.25514693;home
zone_17321;119.30627824820697;630541.6441735141;4800933.463812638;home
zone_17322;116.95561705906745;630739.1394489779;4802372.837150887;home
zone_17323;135.0065957255564;631724.0245786407;4804203.098668076;home
zone_17324;124.4182025535474;632303.5491439501;4804209.979694768;home
zone_17325;135.70533761450167;634040.3150810108;4804022.627249293;home
zone_17326;117.90059492867668;630058.9064276607;4804826.804914959;home
zone_17327;123.21978714303641;632436.8121720148;4803347.280561536;home
zone_17328;132.30858166368338;631217.9495874485;4801945.759568227;home
zone_17329;138.31887965362301;631901.435910394;4804699.736045346;home
zone_1733;98.36135686563823;634717.225068178;4800742.1653424185;home
zone_17330;138.8502790984679;633289.0446106805;4803089.549485229;home
zone_17331;119.90170262282292;630058.9064276607;4804826.804914959;home
zone_17332;121.45273198067325;631655.656977775;4802245.819285631;home
zone_17333;104.33589007569033;632217.2336578646;4803170.813884858;home
zone_17334;128.91236130962153;636388.6401010551;4801896.6194677055;home
zone_17335;139.418339032139;630310.0104871503;4802501.5205480065;home
zone_17336;125.11204384675024;631379.4422706403;4803697.137929138;home
zone_17337;134.72516709669867;630477.4566028418;4801188.046437253;home
zone_17338;106.22275127577655;632447.2348436593;4804174.392432324;home
zone_17339;127.10766565471886;631878.7538947095;4804442.962823434;home
zone_1734;140.24011037682084;631065.9670859259;4802161.728006637;home
zone_17340;101.73081189002004;630058.9064276607;4804826.804914959;home
zone_17341;133.222156745776;632282.9241236048;4803358.281787168;home
zone_17342;107.2668665548679;633936.1677494856;4804410.363219401;home
zone_17343;122.95142203505051;634619.1443144341;4804337.99037806;home
zone_17344;123.5014471837335;632161.9663492015;4803385.8403166365;home
zone_17345;117.58046199573968;637189.5867645489;4804833.534866543;home
zone_17346;123.17352050756737;634068.467894158;4804245.628784437;home
zone_17347;129.51516766805764;631423.0319878319;4804629.119078821;home
zone_17348;114.78159822009746;632040.2194224335;4804799.049864544;home
zone_17349;111.73196670969912;634717.225068178;4800742.1653424185;home
zone_1735;135.97012839838573;633133.1662831308;4802688.906991463;home
zone_17350;139.28566549739767;630911.9943178406;4803496.651782792;home
zone_17351;139.68708155978493;631479.7837668518;4803589.856118465;home
zone_17352;135.39901383207513;630261.409059017;4803422.039820019;home
zone_17353;122.11184903893269;631804.034734084;4801268.662004913;home
zone_17354;138.47308199357093;630963.3619924189;4802308.84589781;home
zone_17355;140.58041436856368;631465.6573447593;4803891.440328561;home
zone_17356;110.49094718580027;631289.4900564237;4803497.858982662;home
zone_17357;128.73935820287412;630261.409059017;4803422.039820019;home
zone_17358;135.25413487297396;631336.4364957041;4804176.438556725;home
zone_17359;128.47328204664888;629572.0086395688;4801240.717183199;home
zone_1736;127.83270455897349;634434.2226101037;4805061.823058644;home
zone_17360;121.21252241784114;636388.6401010551;4801896.6194677055;home
zone_17361;136.42769200363725;631655.656977775;4802245.819285631;home
zone_17362;132.47053841816245;630058.9064276607;4804826.804914959;home
zone_17363;114.11622987408468;630997.4712897129;4803200.104809093;home
zone_17364;107.55412869487101;632478.381764169;4804418.703684534;home
zone_17365;136.97987121065094;633010.8399602477;4801712.914553211;home
zone_17366;132.16859115800975;632622.9876690283;4804457.694485508;home
zone_17367;112.83755383697132;630795.9936020375;4800865.079353593;home
zone_17368;140.4044680144695;630710.073637495;4802458.271770896;home
zone_17369;126.69905737857586;632246.1130241295;4805045.8673726935;home
zone_1737;112.45863770330111;632246.1130241295;4805045.8673726935;home
zone_17370;117.29583454583596;633969.8494023404;4801279.921533078;home
zone_17371;123.81588069801218;634035.0254274029;4804913.26696565;home
zone_17372;124.0219949129798;636388.6401010551;4801896.6194677055;home
zone_17373;127.76603869783384;634215.0516399327;4804140.814660329;home
zone_17374;133.43492414285595;631869.3302833827;4803137.918630634;home
zone_17375;122.14747045008409;630663.2745583015;4804751.341089865;home
zone_17376;136.40888286846877;631965.8235771653;4803273.034260793;home
zone_17377;131.60759673674926;630491.4923342166;4803335.067557672;home
zone_17378;136.465366088723;632743.9902706193;4803436.061283251;home
zone_17379;127.36957538872502;637189.5867645489;4804833.534866543;home
zone_1738;130.01502586330474;630619.9870648012;4803475.6245865505;home
zone_17380;124.27292930690328;631358.9227347162;4802412.663246933;home
zone_17381;129.10484112385953;634582.0411307327;4804102.37997305;home
zone_17382;107.40907788450761;636388.6401010551;4801896.6194677055;home
zone_17383;122.42277005414846;630784.690107689;4803830.118691895;home
zone_17384;122.49550920845248;631393.6777340675;4803343.943833202;home
zone_17385;122.41923087940074;635813.9615521946;4804071.436933761;home
zone_17386;135.68620462783758;632955.3667052033;4804152.701514505;home
zone_17387;139.58895107122146;630261.409059017;4803422.039820019;home
zone_17388;121.42875991881212;634192.1888414534;4805159.401772357;home
zone_17389;134.17327692559797;631878.7538947095;4804442.962823434;home
zone_1739;122.22798799216395;631277.4531488112;4801107.0728489775;home
zone_17390;139.99424039193553;632029.84403282;4803602.88114495;home
zone_17391;139.10848871164376;631830.5904612073;4803589.602834921;home
zone_17392;126.21633652751066;632096.2967094767;4802805.7501438;home
zone_17393;140.48433847184248;630460.8484547173;4802710.807606822;home
zone_17394;137.56103425503323;633234.7028294082;4804112.260841186;home
zone_17395;131.09811199302152;636388.6401010551;4801896.6194677055;home
zone_17396;122.60565910316474;634040.3150810108;4804022.627249293;home
zone_17397;135.74458194185215;630799.4652318293;4802046.917530914;home
zone_17398;123.23484269642157;630058.9064276607;4804826.804914959;home
zone_17399;134.68851193737703;631537.059655874;4801621.938160827;home
zone_174;128.88517714212045;630911.9943178406;4803496.651782792;home
zone_1740;139.9934635418611;630779.8821690083;4802283.923786815;home
zone_17400;134.34772459896755;635103.7000629192;4804805.168466641;home
zone_17401;115.60215241827531;630441.939975144;4801780.691453738;home
zone_17402;123.86879647637406;631183.2057611061;4802162.623803475;home
zone_17403;139.07782770575136;634137.1627449248;4805307.747398743;home
zone_17404;123.17365833975605;631626.9802252875;4803804.639918592;home
zone_17405;127.03836654261045;631454.3319443192;4803091.304257268;home
zone_17406;140.78001824259402;629928.5777370754;4800780.666801081;home
zone_17407;121.66420859880107;635466.0106133783;4803871.596125836;home
zone_17408;132.13056255166228;631548.8348286964;4802292.824011695;home
zone_17409;139.13063562781804;630092.0945456675;4801083.743613288;home
zone_1741;123.41962637042668;631479.7837668518;4803589.856118465;home
zone_17410;124.97537167715082;630491.4923342166;4803335.067557672;home
zone_17411;107.77342928822924;631784.7409991451;4801630.938607998;home
zone_17412;129.38402781590977;630541.6441735141;4800933.463812638;home
zone_17413;120.9547232924511;630451.0619626248;4801294.608797247;home
zone_17414;135.83995956969778;634768.3278621543;4804846.337355503;home
zone_17415;130.49134719937655;630769.3216167595;4800545.337028559;home
zone_17416;123.0115891100618;631580.318905155;4803000.045457482;home
zone_17417;126.41338439713039;632320.9167567801;4801890.492686475;home
zone_17418;110.43768247454065;631833.5942023636;4804157.957531618;home
zone_17419;130.07300729351735;632981.6252130762;4803125.833887998;home
zone_1742;140.0628081542451;631122.2449108451;4803597.379139535;home
zone_17420;130.83705294642553;631116.7571952466;4803491.377639273;home
zone_17421;122.21994965409608;630961.4069230882;4802486.078480922;home
zone_17422;100.29607873908736;632320.9167567801;4801890.492686475;home
zone_17423;139.9499561613643;632755.5019772241;4802947.409596815;home
zone_17424;138.89661579746624;631349.1588998206;4801938.608365785;home
zone_17425;126.64168660789595;631232.9617473016;4802939.011579346;home
zone_17426;125.80633866394216;630663.2745583015;4804751.341089865;home
zone_17427;138.09044390170865;633162.0880738357;4803602.301320825;home
zone_17428;131.23304339259843;631362.626809166;4801505.731049007;home
zone_17429;132.62824808208336;635277.8929762493;4804169.496743305;home
zone_1743;138.9869962823807;632140.5755798407;4803774.324104169;home
zone_17430;123.4578034366688;635175.6121552023;4803483.162835013;home
zone_17431;116.23450510345187;633717.1921526156;4804295.990314428;home
zone_17432;133.72887427167436;630304.0637682389;4801874.745114379;home
zone_17433;139.14306106307134;630724.6132364182;4801925.677576896;home
zone_17434;139.61194797870414;634619.1443144341;4804337.99037806;home
zone_17435;138.81842123298935;631785.7048889603;4803476.904645354;home
zone_17436;117.20584009509551;634046.5593811399;4804809.976321165;home
zone_17437;136.56633835691648;631423.0319878319;4804629.119078821;home
zone_17438;119.2761800993481;631350.0623461409;4801820.387896521;home
zone_17439;135.2825251346052;634494.2227653256;4804020.60968961;home
zone_1744;131.07545713784995;632304.3053814727;4803934.781376274;home
zone_17440;93.35018610737;631230.6644300111;4800916.123409456;home
zone_17441;123.05992253113288;630035.6557128476;4802263.450599438;home
zone_17442;113.54069154062607;636388.6401010551;4801896.6194677055;home
zone_17443;129.80485998638036;632744.8747950724;4803938.610677628;home
zone_17444;119.51287659326462;630562.1354811618;4803406.891388325;home
zone_17445;133.46768811142903;630961.4069230882;4802486.078480922;home
zone_17446;107.84482573212199;629340.7867590222;4806513.8220451195;home
zone_17447;117.34569958204864;632650.0640303618;4804904.357038192;home
zone_17448;118.44773451523997;634024.6703422363;4804454.148357515;home
zone_17449;139.42170765799267;632955.3667052033;4804152.701514505;home
zone_1745;111.13717177288481;630617.1511457147;4801576.524765048;home
zone_17450;132.55943274498856;630612.1939011093;4800737.518336041;home
zone_17451;134.82709092423343;634003.2587059978;4804554.965517495;home
zone_17452;136.96820389412872;630261.409059017;4803422.039820019;home
zone_17453;125.31988187540976;635785.308512781;4803236.389324611;home
zone_17454;134.39363251138232;630911.9943178406;4803496.651782792;home
zone_17455;121.61869337139007;632622.9876690283;4804457.694485508;home
zone_17456;126.83429086953112;633649.1550210211;4804253.2413223665;home
zone_17457;120.13991648995241;631379.4422706403;4803697.137929138;home
zone_17458;123.4073333449419;631888.7059666544;4801974.6269031465;home
zone_17459;116.30015370435628;632929.3249318723;4802881.760399469;home
zone_1746;122.7361953091922;632161.9663492015;4803385.8403166365;home
zone_17460;125.23432252783822;633033.8203243914;4803315.350058978;home
zone_17461;118.81498554794723;636388.6401010551;4801896.6194677055;home
zone_17462;133.68221108550344;634802.8380692467;4804248.2826655265;home
zone_17463;119.33830243559163;633672.7418689486;4804418.2222278435;home
zone_17464;139.11373098686212;630533.6006299125;4802298.800139327;home
zone_17465;133.96170817149317;633672.7418689486;4804418.2222278435;home
zone_17466;115.27636316965445;632600.0416899109;4804724.690916756;home
zone_17467;138.27341528851377;632246.1130241295;4805045.8673726935;home
zone_17468;126.79220867694329;631601.6087897527;4804178.948331237;home
zone_17469;138.49453044791392;633084.4250384767;4804049.5601632595;home
zone_1747;115.72577904474782;629340.7867590222;4806513.8220451195;home
zone_17470;128.98769695928792;632368.8966684025;4802999.726748132;home
zone_17471;114.79071190756072;633830.6899580384;4801221.654085396;home
zone_17472;140.17482912544241;631622.7512549884;4801588.114903901;home
zone_17473;130.8811665397069;631289.4900564237;4803497.858982662;home
zone_17474;130.80978642155756;635785.308512781;4803236.389324611;home
zone_17475;137.41904023287358;630681.2477854895;4802710.327015594;home
zone_17476;121.3402585844674;631423.0319878319;4804629.119078821;home
zone_17477;124.0086430453385;635066.9709777761;4804389.503159213;home
zone_17478;134.08153369501798;632114.668646801;4802171.786791382;home
zone_17479;124.35102654462823;634716.1441747815;4804308.893082764;home
zone_1748;114.8469821256395;633031.3187534242;4801911.747523334;home
zone_17480;128.52771395398835;632446.019043822;4803748.790710703;home
zone_17481;119.90736204311108;632459.4827554327;4802982.086705308;home
zone_17482;118.17956970665806;632812.0200365256;4803533.284026022;home
zone_17483;130.70061317169086;633799.5651841442;4804475.745377963;home
zone_17484;140.30913707751486;633370.6269042531;4803805.630412446;home
zone_17485;122.67449397314635;632372.4509929722;4802670.071599862;home
zone_17486;111.44896341992388;635785.308512781;4803236.389324611;home
zone_17487;109.80201047395038;631264.6832936711;4803727.693131706;home
zone_17488;128.71469117709702;632246.1130241295;4805045.8673726935;home
zone_17489;97.93289090679575;631385.6095443756;4800904.466961816;home
zone_1749;131.62308317734482;630869.8033338885;4801478.070572041;home
zone_17490;135.87984221049075;635012.7720442864;4804836.814537248;home
zone_17491;131.86398487289284;632478.381764169;4804418.703684534;home
zone_17492;138.766211290861;631644.5532866395;4801378.954876202;home
zone_17493;119.66816567495918;632218.3115986192;4804912.491285831;home
zone_17494;139.17691090014344;630672.7993184038;4803212.039297139;home
zone_17495;135.5244770061755;631936.5578959027;4804158.561608998;home
zone_17496;138.16848416288073;631873.2105656639;4804623.875304587;home
zone_17497;130.57603315217298;634549.5731778375;4803645.0555167105;home
zone_17498;130.76795810153487;631655.656977775;4802245.819285631;home
zone_17499;134.52777817389546;631301.3843151035;4803182.244059926;home
zone_175;135.22163189143902;632688.3606165657;4803135.4737548875;home
zone_1750;120.53528127139303;631798.3515079555;4804521.12401115;home
zone_17500;138.72326771443926;631289.4900564237;4803497.858982662;home
zone_17501;139.75583823879265;631790.5611601672;4802027.624181747;home
zone_17502;105.29491517394442;632274.3809666187;4804382.586793542;home
zone_17503;92.50239750427127;630402.4029460717;4801701.926114274;home
zone_17504;139.25695656479905;635193.2496676613;4804772.801585179;home
zone_17505;132.42817584528854;632274.3809666187;4804382.586793542;home
zone_17506;125.56571580875774;635813.9615521946;4804071.436933761;home
zone_17507;121.33910308318067;631570.6789422005;4804115.3630860085;home
zone_17508;126.12650598412792;635103.0619323661;4803718.069783684;home
zone_17509;125.0704870853717;633031.3187534242;4801911.747523334;home
zone_1751;140.5521169783307;631090.7903383438;4802965.504740237;home
zone_17510;127.52015941824023;632629.1168439062;4803286.38610753;home
zone_17511;115.99952851026349;633050.2029773135;4803230.624754144;home
zone_17512;124.19775722987475;634733.3405061151;4803846.726781039;home
zone_17513;132.5969227503134;633853.1272488823;4803908.969709034;home
zone_17514;128.42003962983125;629966.4475601416;4802060.463653613;home
zone_17515;134.28466498192728;633658.0422692972;4802650.466149388;home
zone_17516;131.9157563701429;630161.2946635531;4800801.045529295;home
zone_17517;96.16396986510487;631549.1199819886;4803163.880471124;home
zone_17518;112.55499422469238;632226.795094195;4801385.654937918;home
zone_17519;127.71963625333738;633715.8262612585;4804052.9552776255;home
zone_1752;136.9681670166757;635466.0106133783;4803871.596125836;home
zone_17520;136.12406830063537;632040.2194224335;4804799.049864544;home
zone_17521;132.910074912604;631572.8171608824;4803681.991156636;home
zone_17522;122.32115213782346;630173.6458973732;4802896.471702087;home
zone_17523;107.68152405355956;634716.1441747815;4804308.893082764;home
zone_17524;139.34402538345904;631530.5162887073;4802303.805222068;home
zone_17525;127.5303476557986;629507.4613014527;4801046.33036809;home
zone_17526;140.3379667421227;631958.4821851571;4801569.555834344;home
zone_17527;134.25309429478128;633468.0468849624;4804055.02738003;home
zone_17528;138.94203967246852;631423.0319878319;4804629.119078821;home
zone_17529;129.66058810881242;634046.264688733;4804351.568594961;home
zone_1753;140.63671784200622;631617.3538702233;4803507.970557354;home
zone_17530;137.7061298674455;630261.409059017;4803422.039820019;home
zone_17531;115.37584386168878;636388.6401010551;4801896.6194677055;home
zone_17532;126.6468811113724;630665.729974846;4803536.363807045;home
zone_17533;132.41773333999143;631559.957715288;4801405.683327483;home
zone_17534;107.73640324180926;634717.225068178;4800742.1653424185;home
zone_17535;131.3179865398526;631901.435910394;4804699.736045346;home
zone_17536;120.09971217069459;631423.0319878319;4804629.119078821;home
zone_17537;121.35952773963392;631177.6839661693;4803270.693355184;home
zone_17538;127.78316596041044;630784.690107689;4803830.118691895;home
zone_17539;105.26820425192625;634550.5859533654;4804763.835371958;home
zone_1754;133.78272924133728;631965.8235771653;4803273.034260793;home
zone_17540;112.67218460127049;633658.0422692972;4802650.466149388;home
zone_17541;115.30413225152421;630261.409059017;4803422.039820019;home
zone_17542;108.58172815239459;631384.9462649372;4804246.21377017;home
zone_17543;139.11711520525867;630910.578451274;4802941.469101944;home
zone_17544;110.04781015765417;630663.2745583015;4804751.341089865;home
zone_17545;133.88322892005536;633785.5612609856;4804713.475805817;home
zone_17546;124.24696761573348;630410.2352111915;4801503.937919969;home
zone_17547;130.040523676288;636388.6401010551;4801896.6194677055;home
zone_17548;120.94470338852801;630886.0481980658;4802897.71511175;home
zone_17549;120.84821064929399;631964.8570742214;4801237.074176204;home
zone_1755;139.22459470854383;630559.0979656521;4802734.413342077;home
zone_17550;140.36400733989097;631132.1570447612;4804102.015537772;home
zone_17551;128.4721334256266;631436.2285235787;4802359.543552878;home
zone_17552;126.76347009294169;632396.476234721;4802347.711527299;home
zone_17553;109.60267588079192;635282.9862761305;4804744.489341701;home
zone_17554;132.3712396140928;633223.0827961174;4804372.559319399;home
zone_17555;120.11247419197885;634743.0579535916;4805164.125568643;home
