person;executed_score;first_act_x;first_act_y;first_act_type
zone_10146;127.22445592520175;632012.5777954571;4802914.076306124;home
zone_10147;128.952646696154;634849.190355567;4804522.780942859;home
zone_10148;124.01497828784842;630207.5317352614;4801040.20358206;home
zone_10149;133.11093989620846;632071.5546702952;4803458.576543817;home
zone_1015;114.62450731335687;631436.2285235787;4802359.543552878;home
zone_10150;129.98159252178164;630058.9064276607;4804826.804914959;home
zone_10151;133.48678240817756;631936.5578959027;4804158.561608998;home
zone_10152;126.2183458575397;630516.6077097344;4801527.570848123;home
zone_10153;133.175997901861;631878.7538947095;4804442.962823434;home
zone_10154;113.12360115771533;634460.444031467;4804224.64892659;home
zone_10155;124.40576749984999;633223.0827961174;4804372.559319399;home
zone_10156;115.18408867848645;630493.0329025546;4803510.178425379;home
zone_10157;121.00247168373473;635785.308512781;4803236.389324611;home
zone_10158;139.03838938800413;630956.420910316;4801747.164415069;home
zone_10159;106.67435797709157;638123.2489225944;4802985.867932502;home
zone_1016;131.74865962533113;634617.8122405488;4805029.9046650035;home
zone_10160;137.5013893274416;631630.0170035341;4804044.198488032;home
zone_10161;133.649181075286;632305.0121772453;4801535.331581049;home
zone_10162;134.03475353901734;631448.0625824016;4800913.946189327;home
zone_10163;131.22933871657062;636388.6401010551;4801896.6194677055;home
zone_10164;120.6413431260352;631467.4011837603;4801686.576654246;home
zone_10165;136.9175964243645;630516.6077097344;4801527.570848123;home
zone_10166;104.69816222187761;630058.9064276607;4804826.804914959;home
zone_10167;122.72347010774881;630218.1879427515;4801334.9267173875;home
zone_10168;125.72728085736911;635573.3825362774;4803423.575717824;home
zone_10169;118.25212574151196;633377.6220774956;4803541.258214202;home
zone_1017;127.09272917224946;629935.2730883553;4801513.685779431;home
zone_10170;128.16304724031295;630274.6239085791;4801110.799152631;home
zone_10171;113.06816564480638;630290.6062886955;4803143.138669107;home
zone_10172;134.86281173647328;634768.3278621543;4804846.337355503;home
zone_10173;125.60102564682393;632217.2336578646;4803170.813884858;home
zone_10174;140.73205053970068;631823.8728993507;4801737.763688787;home
zone_10175;138.54932538914372;630311.8510118448;4803265.001911249;home
zone_10176;122.28803799793783;630451.0619626248;4801294.608797247;home
zone_10177;129.20297176750705;632655.4820367622;4803666.472212685;home
zone_10178;130.60262184755138;629671.404499791;4800913.609704606;home
zone_10179;122.85758906242278;632719.2605328762;4800919.737244001;home
zone_1018;118.52503073400224;630956.420910316;4801747.164415069;home
zone_10180;108.20605797748591;630058.9064276607;4804826.804914959;home
zone_10181;132.93582767529898;632955.3667052033;4804152.701514505;home
zone_10182;108.00199835050415;632396.476234721;4802347.711527299;home
zone_10183;116.39802030470628;636737.2418536629;4803100.869998721;home
zone_10184;137.12971784400668;634549.5731778375;4803645.0555167105;home
zone_10185;140.95679016751237;631831.4689249545;4802914.5072106775;home
zone_10186;141.04051668417847;631622.7512549884;4801588.114903901;home
zone_10187;131.98666699231808;631277.4531488112;4801107.0728489775;home
zone_10188;120.0267236204423;632447.2348436593;4804174.392432324;home
zone_10189;139.67503261925532;632650.0640303618;4804904.357038192;home
