link;from_node;to_node;length;freespeed;capacity;lanes;modes;vol_car;storageCapacityUsedInQsim;type;origid;geometry
2805;10585823284;10585823287;121.30339112428447;5.555555555555555;420.0;1.0;car;1;;unclassified;1135603769;LINESTRING( 633323.209136026 4802215.083779127, 633212.8413075954 4802166.978772791 )
2808;10585823280;10585823277;65.58870722301468;5.555555555555555;420.0;1.0;car;18;;unclassified;1135603768;LINESTRING( 633107.5089259183 4802510.228402081, 633086.2332722499 4802572.2705254825 )
2809;10585823277;10585823280;65.58870722301468;5.555555555555555;420.0;1.0;car;33;;unclassified;1135603768;LINESTRING( 633086.2332722499 4802572.2705254825, 633107.5089259183 4802510.228402081 )
281;4797729168;4797729169;119.75278955927098;5.555555555555555;420.0;1.0;car;10;;residential;487265656;LINESTRING( 630129.513580015 4803125.836021838, 630228.0815155334 4803057.95323749 )
2810;10585823277;10585823274;58.799074309970166;5.555555555555555;420.0;1.0;car;23;;unclassified;1135603768;LINESTRING( 633086.2332722499 4802572.2705254825, 633067.1595017556 4802627.889968296 )
2811;10585823274;10585823277;58.799074309970166;5.555555555555555;420.0;1.0;car;38;;unclassified;1135603768;LINESTRING( 633067.1595017556 4802627.889968296, 633086.2332722499 4802572.2705254825 )
2812;10585823274;10585823278;82.5207654630149;5.555555555555555;420.0;1.0;car;14;;unclassified;1135603768;LINESTRING( 633067.1595017556 4802627.889968296, 633019.1460922053 4802691.461314717 )
2813;10585823278;10585823274;82.5207654630149;5.555555555555555;420.0;1.0;car;27;;unclassified;1135603768;LINESTRING( 633019.1460922053 4802691.461314717, 633067.1595017556 4802627.889968296 )
2814;12376131913;12376106579;439.7310986373435;5.555555555555555;420.0;1.0;car;100;;unclassified;1337976872;LINESTRING( 634562.8436747572 4801488.707298792, 634552.5374299141 4801049.160879861 )
2815;12376106579;12376131913;439.7310986373435;5.555555555555555;420.0;1.0;car;100;;unclassified;1337976872;LINESTRING( 634552.5374299141 4801049.160879861, 634562.8436747572 4801488.707298792 )
2816;10585823277;10585823275;243.68156194751916;5.555555555555555;420.0;1.0;car;10;;unclassified;1135603767;LINESTRING( 633086.2332722499 4802572.2705254825, 633315.5673430862 4802646.928103826 )
2817;10585823275;10585823277;243.68156194751916;5.555555555555555;420.0;1.0;car;10;;unclassified;1135603767;LINESTRING( 633315.5673430862 4802646.928103826, 633086.2332722499 4802572.2705254825 )
282;4797729169;4797729168;119.75278955927098;5.555555555555555;420.0;1.0;car;10;;residential;487265656;LINESTRING( 630228.0815155334 4803057.95323749, 630129.513580015 4803125.836021838 )
2822;10585823274;10585823270;268.148843325992;5.555555555555555;420.0;1.0;car;20;;unclassified;1135603766;LINESTRING( 633067.1595017556 4802627.889968296, 633199.1730645059 4802749.924014631 )
2823;10585823270;10585823274;268.148843325992;5.555555555555555;420.0;1.0;car;22;;unclassified;1135603766;LINESTRING( 633199.1730645059 4802749.924014631, 633067.1595017556 4802627.889968296 )
