person;activity_number;activity_id;activity_type;start_time;end_time;maximum_duration;link_id;facility_id;coord_x;coord_y
zone_0;1;zone_0_1;home;;38213.0;;2038;;633134.4577175133;4803769.380998451
zone_0;2;zone_0_2;other;38802.0;62668.0;;40;;631986.1810192252;4801923.634337071
zone_0;3;zone_0_3;home;67557.0;;;2038;;633134.4577175133;4803769.380998451
zone_1;1;zone_1_1;home;;32031.0;;1557;;632731.6754934969;4802851.694763392
zone_1;2;zone_1_2;work;35442.0;67941.0;;2764;;634658.5932212531;4803885.344756242
zone_1;3;zone_1_3;home;71352.0;;;1557;;632731.6754934969;4802851.694763392
zone_10;1;zone_10_1;home;;28782.0;;1397;;631407.1893850741;4804082.934081808
zone_10;2;zone_10_2;work;39550.0;63946.0;;315;;630058.9064276607;4804826.804914959
zone_10;3;zone_10_3;home;82405.0;;;1397;;631407.1893850741;4804082.934081808
zone_100;1;zone_100_1;home;;43559.0;;1204;;634549.5731778375;4803645.0555167105
zone_100;2;zone_100_2;other;44282.0;63746.0;;1254;;636388.6401010551;4801896.6194677055
zone_100;3;zone_100_3;home;64376.0;;;1204;;634549.5731778375;4803645.0555167105
zone_1000;1;zone_1000_1;home;;26275.0;;256;;630799.4652318293;4802046.917530914
zone_1000;2;zone_1000_2;work;26748.0;64703.0;;200;;632320.9167567801;4801890.492686475
zone_1000;3;zone_1000_3;home;65171.0;;;256;;630799.4652318293;4802046.917530914
zone_10000;1;zone_10000_1;home;;28463.0;;487;;630485.6144625836;4801666.218818437
zone_10000;2;zone_10000_2;work;32899.0;63208.0;;2396;;632615.6877889372;4803550.049590833
zone_10000;3;zone_10000_3;home;67644.0;;;487;;630485.6144625836;4801666.218818437
zone_10001;1;zone_10001_1;home;;36544.0;;1586;;632621.726573491;4802938.77916462
zone_10001;2;zone_10001_2;other;38345.0;69116.0;;2866;;632847.5079936191;4804071.373999785
zone_10001;3;zone_10001_3;home;70917.0;;;1586;;632621.726573491;4802938.77916462
zone_10002;1;zone_10002_1;home;;53212.0;;2682;;629970.2928854818;4801138.528743979
zone_10002;2;zone_10002_2;other;53471.0;53471.0;;2702;;630097.257937401;4801245.8916784655
zone_10002;3;zone_10002_3;home;53730.0;;;2682;;629970.2928854818;4801138.528743979
zone_10003;1;zone_10003_1;home;;31937.0;;1059;;633799.5651841442;4804475.745377963
zone_10003;2;zone_10003_2;work;37498.0;67475.0;;1835;;630442.2579337053;4803276.817510961
zone_10003;3;zone_10003_3;home;73036.0;;;1059;;633799.5651841442;4804475.745377963
zone_10004;1;zone_10004_1;home;;30732.0;;3084;;630119.0602545536;4802415.255650572
zone_10004;2;zone_10004_2;work;33951.0;60098.0;;1889;;631438.0097454342;4804002.508367293
zone_10004;3;zone_10004_3;home;63317.0;;;3084;;630119.0602545536;4802415.255650572
zone_10005;1;zone_10005_1;home;;27503.0;;2145;;631004.7797922157;4802874.451500051
zone_10005;2;zone_10005_2;work;36149.0;59788.0;;1333;;631941.9223945952;4804485.964057293
zone_10005;3;zone_10005_3;home;67235.0;;;2145;;631004.7797922157;4802874.451500051
zone_10006;1;zone_10006_1;home;;39124.0;;2754;;631423.0319878319;4804629.119078821
zone_10006;2;zone_10006_2;other;39396.0;71788.0;;315;;630058.9064276607;4804826.804914959
zone_10006;3;zone_10006_3;home;72725.0;;;2754;;631423.0319878319;4804629.119078821
zone_10007;1;zone_10007_1;home;;31200.0;;327;;632212.4027994757;4802118.691674171
zone_10007;2;zone_10007_2;work;43851.0;66193.0;;2327;;633990.2666733948;4803870.45258731
zone_10007;3;zone_10007_3;home;88479.0;;;327;;632212.4027994757;4802118.691674171
zone_10008;1;zone_10008_1;home;;36748.0;;16;;632449.3055158543;4803441.57784367
zone_10008;2;zone_10008_2;other;39413.0;55826.0;;2568;;630529.0298580411;4801058.52237347
zone_10008;3;zone_10008_3;home;58406.0;;;16;;632449.3055158543;4803441.57784367
zone_10009;1;zone_10009_1;home;;28461.0;;2588;;630560.9831055879;4801162.177986421
zone_10009;2;zone_10009_2;work;29427.0;62064.0;;1643;;630261.409059017;4803422.039820019
zone_10009;3;zone_10009_3;home;62675.0;;;2588;;630560.9831055879;4801162.177986421
zone_1001;1;zone_1001_1;home;;31848.0;;1821;;634318.2789787306;4803976.057114288
zone_1001;2;zone_1001_2;work;44027.0;61031.0;;1616;;630663.2745583015;4804751.341089865
zone_1001;3;zone_1001_3;home;69923.0;;;1821;;634318.2789787306;4803976.057114288
zone_10010;1;zone_10010_1;home;;32134.0;;2572;;632071.5546702952;4803458.576543817
zone_10010;2;zone_10010_2;work;34171.0;62172.0;;2636;;631750.3439433665;4802192.636111722
zone_10010;3;zone_10010_3;home;64209.0;;;2572;;632071.5546702952;4803458.576543817
zone_10011;1;zone_10011_1;home;;25943.0;;2636;;631750.3439433665;4802192.636111722
zone_10011;2;zone_10011_2;work;28679.0;63594.0;;1811;;631683.2452212682;4803945.561625699
zone_10011;3;zone_10011_3;home;66330.0;;;2636;;631750.3439433665;4802192.636111722
zone_10012;1;zone_10012_1;home;;45763.0;;2754;;631423.0319878319;4804629.119078821
zone_10012;2;zone_10012_2;other;47854.0;52717.0;;563;;631262.302212802;4803297.818039749
zone_10012;3;zone_10012_3;home;54808.0;;;2754;;631423.0319878319;4804629.119078821
zone_10013;1;zone_10013_1;home;;37493.0;;2866;;632847.5079936191;4804071.373999785
zone_10013;2;zone_10013_2;other;39832.0;54064.0;;1643;;630261.409059017;4803422.039820019
zone_10013;3;zone_10013_3;home;56370.0;;;2866;;632847.5079936191;4804071.373999785
zone_10014;1;zone_10014_1;home;;31821.0;;1403;;632040.2194224335;4804799.049864544
zone_10014;2;zone_10014_2;work;41414.0;63734.0;;2426;;631804.034734084;4801268.662004913
zone_10014;3;zone_10014_3;home;79070.0;;;1403;;632040.2194224335;4804799.049864544
zone_10015;1;zone_10015_1;home;;28530.0;;2778;;631601.6087897527;4804178.948331237
zone_10015;2;zone_10015_2;work;29180.0;60713.0;;855;;631318.9319589372;4801124.77646782
zone_10015;3;zone_10015_3;home;61411.0;;;2778;;631601.6087897527;4804178.948331237
zone_10016;1;zone_10016_1;home;;26566.0;;1425;;632517.976173284;4805082.08241133
zone_10016;2;zone_10016_2;work;28520.0;60325.0;;2133;;633223.0827961174;4804372.559319399
zone_10016;3;zone_10016_3;home;70453.0;;;1425;;632517.976173284;4805082.08241133
zone_10017;1;zone_10017_1;home;;49849.0;;973;;631901.435910394;4804699.736045346
zone_10017;2;zone_10017_2;other;52394.0;62417.0;;2139;;631301.3843151035;4803182.244059926
zone_10017;3;zone_10017_3;home;64962.0;;;973;;631901.435910394;4804699.736045346
zone_10018;1;zone_10018_1;home;;46817.0;;2081;;631093.6399413724;4804046.434606237
zone_10018;2;zone_10018_2;other;48838.0;48838.0;;315;;630058.9064276607;4804826.804914959
zone_10018;3;zone_10018_3;home;50859.0;;;2081;;631093.6399413724;4804046.434606237
zone_10019;1;zone_10019_1;home;;53181.0;;1981;;632984.9491104806;4803206.114338469
zone_10019;2;zone_10019_2;other;53636.0;71929.0;;2067;;631379.4422706403;4803697.137929138
zone_10019;3;zone_10019_3;home;90460.0;;;1981;;632984.9491104806;4803206.114338469
zone_1002;1;zone_1002_1;home;;41403.0;;1481;;630507.4525439278;4800460.30474993
zone_1002;2;zone_1002_2;other;44855.0;67364.0;;2113;;632744.8747950724;4803938.610677628
zone_1002;3;zone_1002_3;home;68267.0;;;1481;;630507.4525439278;4800460.30474993
zone_10020;1;zone_10020_1;home;;30573.0;;2153;;630814.3358788267;4802522.671108956
zone_10020;2;zone_10020_2;work;32895.0;61157.0;;48;;632280.3914675678;4802782.025282966
zone_10020;3;zone_10020_3;home;63479.0;;;2153;;630814.3358788267;4802522.671108956
zone_10021;1;zone_10021_1;home;;25274.0;;2968;;634070.0037926522;4804706.022336001
zone_10021;2;zone_10021_2;work;25882.0;67528.0;;1855;;631809.8012870164;4804061.374619575
zone_10021;3;zone_10021_3;home;85414.0;;;2968;;634070.0037926522;4804706.022336001
zone_10022;1;zone_10022_1;home;;28537.0;;2076;;630918.6471111459;4802901.9294474125
zone_10022;2;zone_10022_2;work;37065.0;68378.0;;737;;632467.193339235;4803901.858518096
zone_10022;3;zone_10022_3;home;68771.0;;;2076;;630918.6471111459;4802901.9294474125
zone_10023;1;zone_10023_1;home;;43987.0;;2185;;630092.0945456675;4801083.743613288
zone_10023;2;zone_10023_2;other;44445.0;64875.0;;1760;;630819.917538981;4803337.801239818
zone_10023;3;zone_10023_3;home;65244.0;;;2185;;630092.0945456675;4801083.743613288
zone_10024;1;zone_10024_1;home;;45851.0;;653;;631617.3538702233;4803507.970557354
zone_10024;2;zone_10024_2;other;47557.0;55701.0;;1401;;632274.3809666187;4804382.586793542
zone_10024;3;zone_10024_3;home;57407.0;;;653;;631617.3538702233;4803507.970557354
zone_10025;1;zone_10025_1;home;;27454.0;;2357;;633628.9341701218;4803972.448181912
zone_10025;2;zone_10025_2;work;33367.0;60854.0;;2257;;631545.8335976247;4800805.40283084
zone_10025;3;zone_10025_3;home;66767.0;;;2357;;633628.9341701218;4803972.448181912
zone_10026;1;zone_10026_1;home;;25736.0;;717;;638123.2489225944;4802985.867932502
zone_10026;2;zone_10026_2;work;27788.0;61078.0;;160;;632079.2527447792;4804547.463936884
zone_10026;3;zone_10026_3;home;67697.0;;;717;;638123.2489225944;4802985.867932502
zone_10027;1;zone_10027_1;home;;41691.0;;2020;;633672.7418689486;4804418.2222278435
zone_10027;2;zone_10027_2;other;44537.0;47169.0;;1389;;631191.9080416407;4803715.897289822
zone_10027;3;zone_10027_3;home;50135.0;;;2020;;633672.7418689486;4804418.2222278435
zone_10028;1;zone_10028_1;home;;52766.0;;266;;631537.9808897891;4803602.653893404
zone_10028;2;zone_10028_2;other;55442.0;55442.0;;2044;;633118.4053702126;4803342.418928182
zone_10028;3;zone_10028_3;home;57958.0;;;266;;631537.9808897891;4803602.653893404
zone_10029;1;zone_10029_1;home;;26031.0;;741;;633715.8262612585;4804052.9552776255
zone_10029;2;zone_10029_2;work;26289.0;67552.0;;495;;634485.0116586057;4804736.220740214
zone_10029;3;zone_10029_3;home;69252.0;;;741;;633715.8262612585;4804052.9552776255
zone_1003;1;zone_1003_1;home;;32277.0;;1204;;634549.5731778375;4803645.0555167105
zone_1003;2;zone_1003_2;work;48556.0;68305.0;;2866;;632847.5079936191;4804071.373999785
zone_1003;3;zone_1003_3;home;69315.0;;;1204;;634549.5731778375;4803645.0555167105
zone_10030;1;zone_10030_1;home;;41550.0;;1616;;630663.2745583015;4804751.341089865
zone_10030;2;zone_10030_2;other;47472.0;57923.0;;2109;;635785.308512781;4803236.389324611
zone_10030;3;zone_10030_3;home;63830.0;;;1616;;630663.2745583015;4804751.341089865
zone_10031;1;zone_10031_1;home;;29765.0;;777;;633875.3638544122;4804969.035035094
zone_10031;2;zone_10031_2;work;29794.0;62260.0;;2014;;633785.5612609856;4804713.475805817
zone_10031;3;zone_10031_3;home;62473.0;;;777;;633875.3638544122;4804969.035035094
zone_10032;1;zone_10032_1;home;;29680.0;;717;;638123.2489225944;4802985.867932502
zone_10032;2;zone_10032_2;work;47459.0;65779.0;;2636;;631750.3439433665;4802192.636111722
zone_10032;3;zone_10032_3;home;82745.0;;;717;;638123.2489225944;4802985.867932502
zone_10033;1;zone_10033_1;home;;29929.0;;743;;633779.9028278597;4804208.838659298
zone_10033;2;zone_10033_2;work;36968.0;65061.0;;717;;638123.2489225944;4802985.867932502
zone_10033;3;zone_10033_3;home;72100.0;;;743;;633779.9028278597;4804208.838659298
zone_10034;1;zone_10034_1;home;;27024.0;;2111;;630672.7993184038;4803212.039297139
zone_10034;2;zone_10034_2;work;32103.0;59297.0;;2325;;633853.1272488823;4803908.969709034
zone_10034;3;zone_10034_3;home;64376.0;;;2111;;630672.7993184038;4803212.039297139
zone_10035;1;zone_10035_1;home;;53273.0;;2014;;633785.5612609856;4804713.475805817
zone_10035;2;zone_10035_2;other;61156.0;65904.0;;2754;;631423.0319878319;4804629.119078821
zone_10035;3;zone_10035_3;home;79444.0;;;2014;;633785.5612609856;4804713.475805817
zone_10036;1;zone_10036_1;home;;26161.0;;1895;;630724.6253678098;4803286.034061688
zone_10036;2;zone_10036_2;work;26515.0;61552.0;;94;;631019.7105207767;4802005.84692936
zone_10036;3;zone_10036_3;home;61936.0;;;1895;;630724.6253678098;4803286.034061688
zone_10037;1;zone_10037_1;home;;29916.0;;1849;;631384.9462649372;4804246.21377017
zone_10037;2;zone_10037_2;work;30579.0;61052.0;;218;;632305.0121772453;4801535.331581049
zone_10037;3;zone_10037_3;home;61847.0;;;1849;;631384.9462649372;4804246.21377017
zone_10038;1;zone_10038_1;home;;26458.0;;1152;;632246.1130241295;4805045.8673726935
zone_10038;2;zone_10038_2;work;26663.0;67488.0;;178;;632945.7852111394;4805400.043875223
zone_10038;3;zone_10038_3;home;67693.0;;;1152;;632246.1130241295;4805045.8673726935
zone_10039;1;zone_10039_1;home;;30772.0;;1345;;634137.1627449248;4805307.747398743
zone_10039;2;zone_10039_2;work;35840.0;64544.0;;1279;;632171.5207091824;4801723.046830373
zone_10039;3;zone_10039_3;home;69577.0;;;1345;;634137.1627449248;4805307.747398743
zone_1004;1;zone_1004_1;home;;31241.0;;1061;;635197.0452507571;4805481.377529364
zone_1004;2;zone_1004_2;work;42543.0;61062.0;;2754;;631423.0319878319;4804629.119078821
zone_1004;3;zone_1004_3;home;70154.0;;;1061;;635197.0452507571;4805481.377529364
zone_10040;1;zone_10040_1;home;;27109.0;;869;;631436.2285235787;4802359.543552878
zone_10040;2;zone_10040_2;work;28773.0;65216.0;;1897;;630810.4335939186;4803223.717502552
zone_10040;3;zone_10040_3;home;66880.0;;;869;;631436.2285235787;4802359.543552878
zone_10041;1;zone_10041_1;home;;27780.0;;433;;634944.8230657813;4804194.771549395
zone_10041;2;zone_10041_2;work;37602.0;67081.0;;2638;;631558.5846738539;4801836.618949456
zone_10041;3;zone_10041_3;home;85348.0;;;433;;634944.8230657813;4804194.771549395
zone_10042;1;zone_10042_1;home;;48058.0;;2261;;630993.2705450779;4802238.054811828
zone_10042;2;zone_10042_2;other;52873.0;71007.0;;2133;;633223.0827961174;4804372.559319399
zone_10042;3;zone_10042_3;home;75822.0;;;2261;;630993.2705450779;4802238.054811828
zone_10043;1;zone_10043_1;home;;36799.0;;2762;;631036.9913505816;4804758.620460505
zone_10043;2;zone_10043_2;other;39925.0;63189.0;;377;;632571.4235714863;4803469.315626558
zone_10043;3;zone_10043_3;home;66315.0;;;2762;;631036.9913505816;4804758.620460505
zone_10044;1;zone_10044_1;home;;46219.0;;2143;;631090.7903383438;4802965.504740237
zone_10044;2;zone_10044_2;other;48298.0;59138.0;;1267;;632401.0669378263;4802239.733879129
zone_10044;3;zone_10044_3;home;61465.0;;;2143;;631090.7903383438;4802965.504740237
zone_10045;1;zone_10045_1;home;;40313.0;;777;;633875.3638544122;4804969.035035094
zone_10045;2;zone_10045_2;other;43247.0;58430.0;;2269;;632304.3053814727;4803934.781376274
zone_10045;3;zone_10045_3;home;61364.0;;;777;;633875.3638544122;4804969.035035094
zone_10046;1;zone_10046_1;home;;29163.0;;415;;630434.6109876474;4802586.73078089
zone_10046;2;zone_10046_2;work;42087.0;65402.0;;481;;633923.6491025282;4804072.814894527
zone_10046;3;zone_10046_3;home;84253.0;;;415;;630434.6109876474;4802586.73078089
zone_10047;1;zone_10047_1;home;;30954.0;;327;;632212.4027994757;4802118.691674171
zone_10047;2;zone_10047_2;work;31601.0;59351.0;;1098;;631141.0345049776;4803883.943665024
zone_10047;3;zone_10047_3;home;59824.0;;;327;;632212.4027994757;4802118.691674171
zone_10048;1;zone_10048_1;home;;49820.0;;869;;631436.2285235787;4802359.543552878
zone_10048;2;zone_10048_2;other;51954.0;55341.0;;597;;632069.8336459375;4803572.504578442
zone_10048;3;zone_10048_3;home;57475.0;;;869;;631436.2285235787;4802359.543552878
zone_10049;1;zone_10049_1;home;;29889.0;;1254;;636388.6401010551;4801896.6194677055
zone_10049;2;zone_10049_2;work;35636.0;68004.0;;16;;632449.3055158543;4803441.57784367
zone_10049;3;zone_10049_3;home;73624.0;;;1254;;636388.6401010551;4801896.6194677055
zone_1005;1;zone_1005_1;home;;46312.0;;1339;;632664.49160613;4804255.948546523
zone_1005;2;zone_1005_2;other;46642.0;57020.0;;789;;634068.467894158;4804245.628784437
zone_1005;3;zone_1005_3;home;62809.0;;;1339;;632664.49160613;4804255.948546523
zone_10050;1;zone_10050_1;home;;27623.0;;1643;;630261.409059017;4803422.039820019
zone_10050;2;zone_10050_2;work;30732.0;60787.0;;34;;635026.7166852213;4803745.013781709
zone_10050;3;zone_10050_3;home;63644.0;;;1643;;630261.409059017;4803422.039820019
zone_10051;1;zone_10051_1;home;;30025.0;;755;;634046.5593811399;4804809.976321165
zone_10051;2;zone_10051_2;work;32004.0;60721.0;;1204;;634549.5731778375;4803645.0555167105
zone_10051;3;zone_10051_3;home;62700.0;;;755;;634046.5593811399;4804809.976321165
zone_10052;1;zone_10052_1;home;;26214.0;;769;;634213.9255974949;4804464.89413074
zone_10052;2;zone_10052_2;work;26485.0;64143.0;;1943;;635130.0529491378;4805017.279785886
zone_10052;3;zone_10052_3;home;64455.0;;;769;;634213.9255974949;4804464.89413074
zone_10053;1;zone_10053_1;home;;39600.0;;2596;;630869.8033338885;4801478.070572041
zone_10053;2;zone_10053_2;other;42125.0;52941.0;;377;;632571.4235714863;4803469.315626558
zone_10053;3;zone_10053_3;home;55227.0;;;2596;;630869.8033338885;4801478.070572041
zone_10054;1;zone_10054_1;home;;29211.0;;1325;;632600.0416899109;4804724.690916756
zone_10054;2;zone_10054_2;work;33482.0;59650.0;;2133;;633223.0827961174;4804372.559319399
zone_10054;3;zone_10054_3;home;68566.0;;;1325;;632600.0416899109;4804724.690916756
zone_10055;1;zone_10055_1;home;;46576.0;;1781;;631367.1202322228;4803562.3003734965
zone_10055;2;zone_10055_2;other;47744.0;53665.0;;2922;;631650.1637896863;4802868.967392746
zone_10055;3;zone_10055_3;home;54833.0;;;1781;;631367.1202322228;4803562.3003734965
zone_10056;1;zone_10056_1;home;;28488.0;;1339;;632664.49160613;4804255.948546523
zone_10056;2;zone_10056_2;work;34669.0;63013.0;;695;;629763.6331151247;4801556.480549272
zone_10056;3;zone_10056_3;home;69194.0;;;1339;;632664.49160613;4804255.948546523
zone_10057;1;zone_10057_1;home;;50425.0;;1313;;632288.4917385059;4804830.044579669
zone_10057;2;zone_10057_2;other;50650.0;66752.0;;166;;632225.4540141177;4804699.827310864
zone_10057;3;zone_10057_3;home;66977.0;;;1313;;632288.4917385059;4804830.044579669
zone_10058;1;zone_10058_1;home;;31298.0;;697;;632282.9241236048;4803358.281787168
zone_10058;2;zone_10058_2;work;34538.0;59113.0;;1643;;630261.409059017;4803422.039820019
zone_10058;3;zone_10058_3;home;62268.0;;;697;;632282.9241236048;4803358.281787168
zone_10059;1;zone_10059_1;home;;29076.0;;1867;;631864.7868930512;4803507.80000563
zone_10059;2;zone_10059_2;work;29980.0;58394.0;;50;;632325.8880450346;4803156.053092441
zone_10059;3;zone_10059_3;home;59298.0;;;1867;;631864.7868930512;4803507.80000563
zone_1006;1;zone_1006_1;home;;27641.0;;2518;;634263.5504429815;4800853.428002883
zone_1006;2;zone_1006_2;work;29032.0;64608.0;;473;;630196.5878599472;4801159.140925597
zone_1006;3;zone_1006_3;home;65989.0;;;2518;;634263.5504429815;4800853.428002883
zone_10060;1;zone_10060_1;home;;28259.0;;2305;;634345.4245321029;4804266.418250648
zone_10060;2;zone_10060_2;work;29208.0;61027.0;;2325;;633853.1272488823;4803908.969709034
zone_10060;3;zone_10060_3;home;61976.0;;;2305;;634345.4245321029;4804266.418250648
zone_10061;1;zone_10061_1;home;;30368.0;;1883;;630727.6492413884;4803620.102834826
zone_10061;2;zone_10061_2;work;30906.0;62944.0;;2367;;632118.6311566778;4803153.436839359
zone_10061;3;zone_10061_3;home;63448.0;;;1883;;630727.6492413884;4803620.102834826
zone_10062;1;zone_10062_1;home;;29073.0;;2864;;632443.0936911537;4802892.751594785
zone_10062;2;zone_10062_2;work;31869.0;59016.0;;1289;;632446.493795768;4804946.819170228
zone_10062;3;zone_10062_3;home;62068.0;;;2864;;632443.0936911537;4802892.751594785
zone_10063;1;zone_10063_1;home;;38491.0;;32;;634487.2775588173;4800838.802588445
zone_10063;2;zone_10063_2;other;43599.0;70072.0;;745;;633844.0154678113;4804353.513464549
zone_10063;3;zone_10063_3;home;90817.0;;;32;;634487.2775588173;4800838.802588445
zone_10064;1;zone_10064_1;home;;26608.0;;777;;633875.3638544122;4804969.035035094
zone_10064;2;zone_10064_2;work;30583.0;66119.0;;1855;;631809.8012870164;4804061.374619575
zone_10064;3;zone_10064_3;home;83536.0;;;777;;633875.3638544122;4804969.035035094
zone_10065;1;zone_10065_1;home;;31753.0;;1260;;632218.3115986192;4804912.491285831
zone_10065;2;zone_10065_2;work;35371.0;63830.0;;1096;;634498.8456142568;4804488.99830083
zone_10065;3;zone_10065_3;home;67448.0;;;1260;;632218.3115986192;4804912.491285831
zone_10066;1;zone_10066_1;home;;31635.0;;383;;631785.7048889603;4803476.904645354
zone_10066;2;zone_10066_2;work;32216.0;59436.0;;1614;;632055.8937221678;4801438.042899516
zone_10066;3;zone_10066_3;home;59964.0;;;383;;631785.7048889603;4803476.904645354
zone_10067;1;zone_10067_1;home;;25597.0;;2297;;635094.3955259405;4804127.510495432
zone_10067;2;zone_10067_2;work;31046.0;60152.0;;2778;;631601.6087897527;4804178.948331237
zone_10067;3;zone_10067_3;home;65601.0;;;2297;;635094.3955259405;4804127.510495432
zone_10068;1;zone_10068_1;home;;26378.0;;1126;;632390.0320176787;4801433.216836926
zone_10068;2;zone_10068_2;work;26908.0;61074.0;;455;;630207.5317352614;4801040.20358206
zone_10068;3;zone_10068_3;home;61535.0;;;1126;;632390.0320176787;4801433.216836926
zone_10069;1;zone_10069_1;home;;31238.0;;1254;;636388.6401010551;4801896.6194677055
zone_10069;2;zone_10069_2;work;38561.0;65709.0;;2872;;632303.5491439501;4804209.979694768
zone_10069;3;zone_10069_3;home;73032.0;;;1254;;636388.6401010551;4801896.6194677055
zone_1007;1;zone_1007_1;home;;25254.0;;2654;;630795.9936020375;4800865.079353593
zone_1007;2;zone_1007_2;work;25921.0;62707.0;;2574;;631965.8235771653;4803273.034260793
zone_1007;3;zone_1007_3;home;63228.0;;;2654;;630795.9936020375;4800865.079353593
zone_10070;1;zone_10070_1;home;;25284.0;;1204;;634549.5731778375;4803645.0555167105
zone_10070;2;zone_10070_2;work;29560.0;62458.0;;1269;;632309.5066858764;4802065.363411543
zone_10070;3;zone_10070_3;home;66734.0;;;1204;;634549.5731778375;4803645.0555167105
zone_10071;1;zone_10071_1;home;;28449.0;;1827;;631630.0170035341;4804044.198488032
zone_10071;2;zone_10071_2;work;35083.0;63628.0;;1557;;632731.6754934969;4802851.694763392
zone_10071;3;zone_10071_3;home;64153.0;;;1827;;631630.0170035341;4804044.198488032
zone_10072;1;zone_10072_1;home;;25527.0;;1877;;631053.6688814128;4803278.381119996
zone_10072;2;zone_10072_2;work;25914.0;58418.0;;1146;;629958.6788163213;4801417.2408371465
zone_10072;3;zone_10072_3;home;58847.0;;;1877;;631053.6688814128;4803278.381119996
zone_10073;1;zone_10073_1;home;;49951.0;;2369;;632012.5777954571;4802914.076306124
zone_10073;2;zone_10073_2;other;54869.0;63483.0;;36;;635167.3218910543;4804100.110158645
zone_10073;3;zone_10073_3;home;89629.0;;;2369;;632012.5777954571;4802914.076306124
zone_10074;1;zone_10074_1;home;;51166.0;;3004;;630559.0979656521;4802734.413342077
zone_10074;2;zone_10074_2;other;51422.0;61088.0;;1779;;631248.4569788058;4803630.36003998
zone_10074;3;zone_10074_3;home;61358.0;;;3004;;630559.0979656521;4802734.413342077
zone_10075;1;zone_10075_1;home;;48637.0;;723;;631035.0246747728;4804516.011792572
zone_10075;2;zone_10075_2;other;52141.0;67681.0;;58;;630779.8821690083;4802283.923786815
zone_10075;3;zone_10075_3;home;71185.0;;;723;;631035.0246747728;4804516.011792572
zone_10076;1;zone_10076_1;home;;28058.0;;515;;630924.9920220341;4804611.391601428
zone_10076;2;zone_10076_2;work;30271.0;61304.0;;1835;;630442.2579337053;4803276.817510961
zone_10076;3;zone_10076_3;home;63517.0;;;515;;630924.9920220341;4804611.391601428
zone_10077;1;zone_10077_1;home;;42019.0;;2950;;629764.0901870499;4801138.212290615
zone_10077;2;zone_10077_2;other;43004.0;55320.0;;1643;;630261.409059017;4803422.039820019
zone_10077;3;zone_10077_3;home;55977.0;;;2950;;629764.0901870499;4801138.212290615
zone_10078;1;zone_10078_1;home;;26999.0;;178;;632945.7852111394;4805400.043875223
zone_10078;2;zone_10078_2;work;30142.0;65512.0;;2474;;634494.2227653256;4804020.60968961
zone_10078;3;zone_10078_3;home;68574.0;;;178;;632945.7852111394;4805400.043875223
zone_10079;1;zone_10079_1;home;;31284.0;;1152;;632246.1130241295;4805045.8673726935
zone_10079;2;zone_10079_2;work;38547.0;59087.0;;1752;;631533.125867236;4801723.534703602
zone_10079;3;zone_10079_3;home;66143.0;;;1152;;632246.1130241295;4805045.8673726935
zone_1008;1;zone_1008_1;home;;47772.0;;50;;632325.8880450346;4803156.053092441
zone_1008;2;zone_1008_2;other;48122.0;59688.0;;2638;;631558.5846738539;4801836.618949456
zone_1008;3;zone_1008_3;home;60037.0;;;50;;632325.8880450346;4803156.053092441
zone_10080;1;zone_10080_1;home;;28274.0;;869;;631436.2285235787;4802359.543552878
zone_10080;2;zone_10080_2;work;35698.0;64953.0;;2754;;631423.0319878319;4804629.119078821
zone_10080;3;zone_10080_3;home;83797.0;;;869;;631436.2285235787;4802359.543552878
zone_10081;1;zone_10081_1;home;;52843.0;;2582;;629423.8783079968;4802073.989117181
zone_10081;2;zone_10081_2;other;56082.0;56082.0;;2219;;634215.0516399327;4804140.814660329
zone_10081;3;zone_10081_3;home;59252.0;;;2582;;629423.8783079968;4802073.989117181
zone_10082;1;zone_10082_1;home;;28120.0;;126;;630891.1401182153;4803023.412295256
zone_10082;2;zone_10082_2;work;41010.0;66345.0;;1995;;633008.7089010462;4803793.079894255
zone_10082;3;zone_10082_3;home;68023.0;;;126;;630891.1401182153;4803023.412295256
zone_10083;1;zone_10083_1;home;;49153.0;;1875;;630860.8003478084;4803408.619030113
zone_10083;2;zone_10083_2;other;60731.0;60731.0;;1254;;636388.6401010551;4801896.6194677055
zone_10083;3;zone_10083_3;home;77135.0;;;1875;;630860.8003478084;4803408.619030113
zone_10084;1;zone_10084_1;home;;51169.0;;264;;631572.8171608824;4803681.991156636
zone_10084;2;zone_10084_2;other;53732.0;55993.0;;2271;;632118.1127900733;4803879.064119235
zone_10084;3;zone_10084_3;home;56078.0;;;264;;631572.8171608824;4803681.991156636
zone_10085;1;zone_10085_1;home;;31698.0;;2638;;631558.5846738539;4801836.618949456
zone_10085;2;zone_10085_2;work;32658.0;67709.0;;2062;;631086.6725220345;4802231.638668416
zone_10085;3;zone_10085_3;home;68669.0;;;2638;;631558.5846738539;4801836.618949456
zone_10086;1;zone_10086_1;home;;25600.0;;315;;630058.9064276607;4804826.804914959
zone_10086;2;zone_10086_2;work;31936.0;58850.0;;483;;634040.3150810108;4804022.627249293
zone_10086;3;zone_10086_3;home;65186.0;;;315;;630058.9064276607;4804826.804914959
zone_10087;1;zone_10087_1;home;;27096.0;;951;;631360.5026627943;4802822.611847296
zone_10087;2;zone_10087_2;work;33266.0;61124.0;;2297;;635094.3955259405;4804127.510495432
zone_10087;3;zone_10087_3;home;67294.0;;;951;;631360.5026627943;4802822.611847296
