person;activity_number;activity_id;activity_type;start_time;end_time;maximum_duration;link_id;facility_id;coord_x;coord_y
zone_27567;3;zone_27567_3;home;66115.0;;;1785;;631084.0612884712;4802876.405394111
zone_27568;1;zone_27568_1;home;;27235.0;;1198;;634163.7141770846;4804764.800520336
zone_27568;2;zone_27568_2;work;33510.0;64624.0;;2774;;631065.9670859259;4802161.728006637
zone_27568;3;zone_27568_3;home;77682.0;;;1198;;634163.7141770846;4804764.800520336
zone_27569;1;zone_27569_1;home;;37527.0;;2924;;631358.9227347162;4802412.663246933
zone_27569;2;zone_27569_2;other;39128.0;60632.0;;339;;631435.3461614421;4801388.839233665
zone_27569;3;zone_27569_3;home;62233.0;;;2924;;631358.9227347162;4802412.663246933
zone_2757;1;zone_2757_1;home;;28827.0;;1775;;630592.4408697842;4803024.866204442
zone_2757;2;zone_2757_2;work;31868.0;63579.0;;2940;;629689.8425246673;4801296.375905579
zone_2757;3;zone_2757_3;home;66620.0;;;1775;;630592.4408697842;4803024.866204442
zone_27570;1;zone_27570_1;home;;25282.0;;1586;;632621.726573491;4802938.77916462
zone_27570;2;zone_27570_2;work;28089.0;65365.0;;1849;;631384.9462649372;4804246.21377017
zone_27570;3;zone_27570_3;home;68172.0;;;1586;;632621.726573491;4802938.77916462
zone_27571;1;zone_27571_1;home;;50552.0;;315;;630058.9064276607;4804826.804914959
zone_27571;2;zone_27571_2;other;55761.0;60590.0;;2385;;631024.6438967054;4801108.558524924
zone_27571;3;zone_27571_3;home;65551.0;;;315;;630058.9064276607;4804826.804914959
zone_27572;1;zone_27572_1;home;;38754.0;;315;;630058.9064276607;4804826.804914959
zone_27572;2;zone_27572_2;other;46911.0;64935.0;;1254;;636388.6401010551;4801896.6194677055
zone_27572;3;zone_27572_3;home;73205.0;;;315;;630058.9064276607;4804826.804914959
zone_27573;1;zone_27573_1;home;;30341.0;;2369;;632012.5777954571;4802914.076306124
zone_27573;2;zone_27573_2;work;33132.0;58191.0;;973;;631901.435910394;4804699.736045346
zone_27573;3;zone_27573_3;home;60982.0;;;2369;;632012.5777954571;4802914.076306124
zone_27574;1;zone_27574_1;home;;31140.0;;1885;;630911.9943178406;4803496.651782792
zone_27574;2;zone_27574_2;work;47181.0;58592.0;;1152;;632246.1130241295;4805045.8673726935
zone_27574;3;zone_27574_3;home;63756.0;;;1885;;630911.9943178406;4803496.651782792
zone_27575;1;zone_27575_1;home;;47413.0;;2424;;631883.5656801986;4801494.501384467
zone_27575;2;zone_27575_2;other;48019.0;58666.0;;2363;;632628.0978961352;4803226.593787348
zone_27575;3;zone_27575_3;home;59167.0;;;2424;;631883.5656801986;4801494.501384467
zone_27576;1;zone_27576_1;home;;30889.0;;1437;;631644.5532866395;4801378.954876202
zone_27576;2;zone_27576_2;work;34528.0;65254.0;;2067;;631379.4422706403;4803697.137929138
zone_27576;3;zone_27576_3;home;68893.0;;;1437;;631644.5532866395;4801378.954876202
zone_27577;1;zone_27577_1;home;;36159.0;;1086;;632020.6973962819;4801130.713627308
zone_27577;2;zone_27577_2;other;39411.0;47163.0;;2440;;630318.7992545359;4802335.429246845
zone_27577;3;zone_27577_3;home;50415.0;;;1086;;632020.6973962819;4801130.713627308
zone_27578;1;zone_27578_1;home;;31461.0;;365;;630310.0104871503;4802501.5205480065
zone_27578;2;zone_27578_2;work;33231.0;64999.0;;869;;631436.2285235787;4802359.543552878
zone_27578;3;zone_27578_3;home;66769.0;;;365;;630310.0104871503;4802501.5205480065
zone_27579;1;zone_27579_1;home;;38251.0;;1851;;631529.9509796652;4804175.619902829
zone_27579;2;zone_27579_2;other;47439.0;60204.0;;1299;;632622.9876690283;4804457.694485508
zone_27579;3;zone_27579_3;home;64982.0;;;1851;;631529.9509796652;4804175.619902829
zone_2758;1;zone_2758_1;home;;26263.0;;1566;;631801.5373908719;4803183.319457309
zone_2758;2;zone_2758_2;work;28746.0;64983.0;;1226;;636210.7061937933;4802426.737759307
zone_2758;3;zone_2758_3;home;91451.0;;;1566;;631801.5373908719;4803183.319457309
zone_27580;1;zone_27580_1;home;;36084.0;;2640;;631467.4011837603;4801686.576654246
zone_27580;2;zone_27580_2;other;36316.0;44404.0;;2263;;631471.1901146644;4800791.569614934
zone_27580;3;zone_27580_3;home;44631.0;;;2640;;631467.4011837603;4801686.576654246
zone_27581;1;zone_27581_1;home;;27405.0;;2181;;630218.1879427515;4801334.9267173875
zone_27581;2;zone_27581_2;work;36564.0;59370.0;;1152;;632246.1130241295;4805045.8673726935
zone_27581;3;zone_27581_3;home;65208.0;;;2181;;630218.1879427515;4801334.9267173875
zone_27582;1;zone_27582_1;home;;32026.0;;2121;;631720.7178746574;4801452.14764747
zone_27582;2;zone_27582_2;work;32408.0;64533.0;;2153;;630814.3358788267;4802522.671108956
zone_27582;3;zone_27582_3;home;64894.0;;;2121;;631720.7178746574;4801452.14764747
zone_27583;1;zone_27583_1;home;;51583.0;;2632;;632096.2967094767;4802805.7501438
zone_27583;2;zone_27583_2;other;56226.0;71067.0;;1683;;634633.6946353938;4803690.085799827
zone_27583;3;zone_27583_3;home;94333.0;;;2632;;632096.2967094767;4802805.7501438
zone_27584;1;zone_27584_1;home;;27369.0;;1337;;632955.3667052033;4804152.701514505
zone_27584;2;zone_27584_2;work;28669.0;58598.0;;1285;;629340.7867590222;4806513.8220451195
zone_27584;3;zone_27584_3;home;63429.0;;;1337;;632955.3667052033;4804152.701514505
zone_27585;1;zone_27585_1;home;;25386.0;;52;;632363.4931379454;4803384.4238072205
zone_27585;2;zone_27585_2;work;25963.0;67971.0;;781;;634350.9182973604;4804870.868991724
zone_27585;3;zone_27585_3;home;91101.0;;;52;;632363.4931379454;4803384.4238072205
zone_27586;1;zone_27586_1;home;;29114.0;;178;;632945.7852111394;4805400.043875223
zone_27586;2;zone_27586_2;work;31059.0;60609.0;;1337;;632955.3667052033;4804152.701514505
zone_27586;3;zone_27586_3;home;62554.0;;;178;;632945.7852111394;4805400.043875223
zone_27587;1;zone_27587_1;home;;28639.0;;2876;;632060.2211048718;4804310.413999602
zone_27587;2;zone_27587_2;work;36850.0;67544.0;;1807;;631739.0674136367;4804138.564803619
zone_27587;3;zone_27587_3;home;85410.0;;;2876;;632060.2211048718;4804310.413999602
zone_27588;1;zone_27588_1;home;;30171.0;;100;;630900.3103408368;4802379.717004949
zone_27588;2;zone_27588_2;work;39115.0;61184.0;;1234;;636604.449526968;4802958.487296521
zone_27588;3;zone_27588_3;home;70128.0;;;100;;630900.3103408368;4802379.717004949
zone_27589;1;zone_27589_1;home;;31633.0;;1865;;631920.2464073013;4803643.569691982
zone_27589;2;zone_27589_2;work;32344.0;64751.0;;2188;;633830.6899580384;4801221.654085396
zone_27589;3;zone_27589_3;home;83579.0;;;1865;;631920.2464073013;4803643.569691982
zone_2759;1;zone_2759_1;home;;29342.0;;50;;632325.8880450346;4803156.053092441
zone_2759;2;zone_2759_2;work;32530.0;61033.0;;411;;630331.3737213709;4802709.670521067
zone_2759;3;zone_2759_3;home;64221.0;;;50;;632325.8880450346;4803156.053092441
zone_27590;1;zone_27590_1;home;;42402.0;;1238;;631540.3965349996;4800682.676365055
zone_27590;2;zone_27590_2;other;43233.0;63033.0;;2066;;631465.6573447593;4803891.440328561
zone_27590;3;zone_27590_3;home;63869.0;;;1238;;631540.3965349996;4800682.676365055
zone_27591;1;zone_27591_1;home;;50750.0;;1827;;631630.0170035341;4804044.198488032
zone_27591;2;zone_27591_2;other;61075.0;67905.0;;1337;;632955.3667052033;4804152.701514505
zone_27591;3;zone_27591_3;home;72913.0;;;1827;;631630.0170035341;4804044.198488032
zone_27592;1;zone_27592_1;home;;49307.0;;2500;;631790.5611601672;4802027.624181747
zone_27592;2;zone_27592_2;other;52362.0;52362.0;;1825;;631790.3327646783;4803986.524192404
zone_27592;3;zone_27592_3;home;55417.0;;;2500;;631790.5611601672;4802027.624181747
zone_27593;1;zone_27593_1;home;;25677.0;;2113;;632744.8747950724;4803938.610677628
zone_27593;2;zone_27593_2;work;26491.0;61076.0;;3042;;629697.9366394035;4801055.685945635
zone_27593;3;zone_27593_3;home;76513.0;;;2113;;632744.8747950724;4803938.610677628
zone_27594;1;zone_27594_1;home;;31565.0;;2022;;633649.1550210211;4804253.2413223665
zone_27594;2;zone_27594_2;work;40200.0;58931.0;;393;;630194.619554054;4802540.002858175
zone_27594;3;zone_27594_3;home;74449.0;;;2022;;633649.1550210211;4804253.2413223665
zone_27595;1;zone_27595_1;home;;30492.0;;315;;630058.9064276607;4804826.804914959
zone_27595;2;zone_27595_2;work;44318.0;63361.0;;2924;;631358.9227347162;4802412.663246933
zone_27595;3;zone_27595_3;home;76201.0;;;315;;630058.9064276607;4804826.804914959
zone_27596;1;zone_27596_1;home;;29481.0;;1453;;630541.6441735141;4800933.463812638
zone_27596;2;zone_27596_2;work;38725.0;61690.0;;1254;;636388.6401010551;4801896.6194677055
zone_27596;3;zone_27596_3;home;70934.0;;;1453;;630541.6441735141;4800933.463812638
zone_27597;1;zone_27597_1;home;;48837.0;;2850;;634472.6710573124;4800973.989992082
zone_27597;2;zone_27597_2;other;54583.0;56243.0;;1254;;636388.6401010551;4801896.6194677055
zone_27597;3;zone_27597_3;home;67197.0;;;2850;;634472.6710573124;4800973.989992082
zone_27598;1;zone_27598_1;home;;39682.0;;2018;;633733.47539312;4804549.835560269
zone_27598;2;zone_27598_2;other;46764.0;61870.0;;717;;638123.2489225944;4802985.867932502
zone_27598;3;zone_27598_3;home;68814.0;;;2018;;633733.47539312;4804549.835560269
zone_27599;1;zone_27599_1;home;;25609.0;;1375;;630843.1333082941;4803120.494537585
zone_27599;2;zone_27599_2;work;26649.0;66137.0;;2011;;633658.0422692972;4802650.466149388
zone_27599;3;zone_27599_3;home;86606.0;;;1375;;630843.1333082941;4803120.494537585
zone_276;1;zone_276_1;home;;27727.0;;1152;;632246.1130241295;4805045.8673726935
zone_276;2;zone_276_2;work;32234.0;67744.0;;50;;632325.8880450346;4803156.053092441
zone_276;3;zone_276_3;home;86192.0;;;1152;;632246.1130241295;4805045.8673726935
zone_2760;1;zone_2760_1;home;;51436.0;;1152;;632246.1130241295;4805045.8673726935
zone_2760;2;zone_2760_2;other;55850.0;55850.0;;2498;;631920.5196358283;4802281.445334327
zone_2760;3;zone_2760_3;home;60851.0;;;1152;;632246.1130241295;4805045.8673726935
zone_27600;1;zone_27600_1;home;;28833.0;;1254;;636388.6401010551;4801896.6194677055
zone_27600;2;zone_27600_2;work;38683.0;65281.0;;1643;;630261.409059017;4803422.039820019
zone_27600;3;zone_27600_3;home;75131.0;;;1254;;636388.6401010551;4801896.6194677055
zone_27601;1;zone_27601_1;home;;36331.0;;2470;;634809.6045251472;4804830.701754259
zone_27601;2;zone_27601_2;other;49187.0;49187.0;;1427;;631989.6160508783;4804617.006079958
zone_27601;3;zone_27601_3;home;51334.0;;;2470;;634809.6045251472;4804830.701754259
zone_27602;1;zone_27602_1;home;;26643.0;;1730;;634716.1441747815;4804308.893082764
zone_27602;2;zone_27602_2;work;30373.0;66271.0;;1041;;629607.4692472594;4802587.354150177
zone_27602;3;zone_27602_3;home;70181.0;;;1730;;634716.1441747815;4804308.893082764
zone_27603;1;zone_27603_1;home;;27559.0;;895;;631052.5190304555;4801408.033824677
zone_27603;2;zone_27603_2;work;31431.0;66640.0;;639;;634053.3936571155;4805100.767101821
zone_27603;3;zone_27603_3;home;70380.0;;;895;;631052.5190304555;4801408.033824677
zone_27604;1;zone_27604_1;home;;27926.0;;1709;;632655.4820367622;4803666.472212685
zone_27604;2;zone_27604_2;work;28559.0;63814.0;;2181;;630218.1879427515;4801334.9267173875
zone_27604;3;zone_27604_3;home;69295.0;;;1709;;632655.4820367622;4803666.472212685
zone_27605;1;zone_27605_1;home;;30776.0;;1803;;631490.269830117;4804230.602979276
zone_27605;2;zone_27605_2;work;31594.0;59641.0;;1021;;630164.1098499023;4800651.955134122
zone_27605;3;zone_27605_3;home;60259.0;;;1803;;631490.269830117;4804230.602979276
zone_27606;1;zone_27606_1;home;;39309.0;;315;;630058.9064276607;4804826.804914959
zone_27606;2;zone_27606_2;other;46068.0;49925.0;;2972;;634309.642439171;4804617.118168854
zone_27606;3;zone_27606_3;home;57965.0;;;315;;630058.9064276607;4804826.804914959
zone_27607;1;zone_27607_1;home;;27470.0;;665;;630429.5184151004;4803076.347536081
zone_27607;2;zone_27607_2;work;28150.0;59596.0;;2646;;631090.0538995488;4800997.282874398
zone_27607;3;zone_27607_3;home;60246.0;;;665;;630429.5184151004;4803076.347536081
zone_27608;1;zone_27608_1;home;;43344.0;;1254;;636388.6401010551;4801896.6194677055
zone_27608;2;zone_27608_2;other;50211.0;61245.0;;40;;631986.1810192252;4801923.634337071
zone_27608;3;zone_27608_3;home;68112.0;;;1254;;636388.6401010551;4801896.6194677055
zone_27609;1;zone_27609_1;home;;26848.0;;2062;;631086.6725220345;4802231.638668416
zone_27609;2;zone_27609_2;work;28137.0;66925.0;;2115;;632454.0380809676;4803996.436411917
zone_27609;3;zone_27609_3;home;67402.0;;;2062;;631086.6725220345;4802231.638668416
zone_2761;1;zone_2761_1;home;;25341.0;;737;;632467.193339235;4803901.858518096
zone_2761;2;zone_2761_2;work;25884.0;67535.0;;633;;634470.601928396;4804923.252753912
zone_2761;3;zone_2761_3;home;90558.0;;;737;;632467.193339235;4803901.858518096
zone_27610;1;zone_27610_1;home;;27014.0;;589;;630221.3463680197;4802665.448756114
zone_27610;2;zone_27610_2;work;28766.0;61803.0;;341;;631275.0464469497;4803054.872548788
zone_27610;3;zone_27610_3;home;63555.0;;;589;;630221.3463680197;4802665.448756114
zone_27611;1;zone_27611_1;home;;27340.0;;1301;;632175.7273756515;4804420.074334943
zone_27611;2;zone_27611_2;work;33068.0;59027.0;;2602;;630732.7143846443;4801043.431095032
zone_27611;3;zone_27611_3;home;64755.0;;;1301;;632175.7273756515;4804420.074334943
zone_27612;1;zone_27612_1;home;;40535.0;;104;;633058.6601756;4803450.866186915
zone_27612;2;zone_27612_2;other;48115.0;56376.0;;1933;;634743.0579535916;4805164.125568643
zone_27612;3;zone_27612_3;home;66668.0;;;104;;633058.6601756;4803450.866186915
zone_27613;1;zone_27613_1;home;;28634.0;;2966;;633941.5642777283;4804746.531992429
zone_27613;2;zone_27613_2;work;34718.0;67667.0;;885;;631548.8348286964;4802292.824011695
zone_27613;3;zone_27613_3;home;86531.0;;;2966;;633941.5642777283;4804746.531992429
zone_27614;1;zone_27614_1;home;;41860.0;;1152;;632246.1130241295;4805045.8673726935
zone_27614;2;zone_27614_2;other;45289.0;50879.0;;315;;630058.9064276607;4804826.804914959
zone_27614;3;zone_27614_3;home;54308.0;;;1152;;632246.1130241295;4805045.8673726935
zone_27615;1;zone_27615_1;home;;31598.0;;1527;;634114.2329286722;4801376.3200463895
zone_27615;2;zone_27615_2;work;32424.0;60922.0;;539;;631657.4393682794;4803331.962470619
zone_27615;3;zone_27615_3;home;61765.0;;;1527;;634114.2329286722;4801376.3200463895
zone_27616;1;zone_27616_1;home;;29391.0;;885;;631548.8348286964;4802292.824011695
zone_27616;2;zone_27616_2;work;31636.0;57638.0;;2564;;633200.2138354022;4803819.506349203
zone_27616;3;zone_27616_3;home;59788.0;;;885;;631548.8348286964;4802292.824011695
zone_27617;1;zone_27617_1;home;;52632.0;;1877;;631053.6688814128;4803278.381119996
zone_27617;2;zone_27617_2;other;54496.0;54496.0;;2373;;631655.656977775;4802245.819285631
zone_27617;3;zone_27617_3;home;56360.0;;;1877;;631053.6688814128;4803278.381119996
zone_27618;1;zone_27618_1;home;;25845.0;;1072;;632870.0218474175;4803589.102501523
zone_27618;2;zone_27618_2;work;26591.0;62315.0;;1234;;636604.449526968;4802958.487296521
zone_27618;3;zone_27618_3;home;83184.0;;;1072;;632870.0218474175;4803589.102501523
zone_27619;1;zone_27619_1;home;;27011.0;;2858;;633256.2143263456;4803735.906518526
zone_27619;2;zone_27619_2;work;28778.0;67812.0;;1254;;636388.6401010551;4801896.6194677055
zone_27619;3;zone_27619_3;home;92468.0;;;2858;;633256.2143263456;4803735.906518526
zone_2762;1;zone_2762_1;home;;25384.0;;2924;;631358.9227347162;4802412.663246933
zone_2762;2;zone_2762_2;work;27317.0;64142.0;;1584;;632459.4827554327;4802982.086705308
zone_2762;3;zone_2762_3;home;66075.0;;;2924;;631358.9227347162;4802412.663246933
zone_27620;1;zone_27620_1;home;;45083.0;;2073;;631051.3712197542;4803104.459238764
zone_27620;2;zone_27620_2;other;45737.0;58325.0;;2428;;631703.1258707009;4800972.097819116
zone_27620;3;zone_27620_3;home;59067.0;;;2073;;631051.3712197542;4803104.459238764
zone_27621;1;zone_27621_1;home;;31589.0;;977;;631856.9130445216;4804548.82528829
zone_27621;2;zone_27621_2;work;37339.0;61672.0;;1513;;631230.6644300111;4800916.123409456
zone_27621;3;zone_27621_3;home;67422.0;;;977;;631856.9130445216;4804548.82528829
zone_27622;1;zone_27622_1;home;;28404.0;;2498;;631920.5196358283;4802281.445334327
zone_27622;2;zone_27622_2;work;35963.0;60411.0;;1616;;630663.2745583015;4804751.341089865
zone_27622;3;zone_27622_3;home;72042.0;;;2498;;631920.5196358283;4802281.445334327
zone_27623;1;zone_27623_1;home;;39842.0;;2780;;631570.6789422005;4804115.3630860085
zone_27623;2;zone_27623_2;other;43737.0;71718.0;;2011;;633658.0422692972;4802650.466149388
zone_27623;3;zone_27623_3;home;75577.0;;;2780;;631570.6789422005;4804115.3630860085
zone_27624;1;zone_27624_1;home;;40312.0;;2484;;630577.7259966086;4801132.304483849
zone_27624;2;zone_27624_2;other;40871.0;70211.0;;531;;631800.0202779352;4803703.611991882
zone_27624;3;zone_27624_3;home;70731.0;;;2484;;630577.7259966086;4801132.304483849
zone_27625;1;zone_27625_1;home;;29199.0;;1152;;632246.1130241295;4805045.8673726935
zone_27625;2;zone_27625_2;work;31710.0;60286.0;;1616;;630663.2745583015;4804751.341089865
zone_27625;3;zone_27625_3;home;62797.0;;;1152;;632246.1130241295;4805045.8673726935
zone_27626;1;zone_27626_1;home;;27208.0;;2067;;631379.4422706403;4803697.137929138
zone_27626;2;zone_27626_2;work;33964.0;65555.0;;2018;;633733.47539312;4804549.835560269
zone_27626;3;zone_27626_3;home;86362.0;;;2067;;631379.4422706403;4803697.137929138
zone_27627;1;zone_27627_1;home;;30000.0;;1815;;631336.4364957041;4804176.438556725
zone_27627;2;zone_27627_2;work;31410.0;66625.0;;1051;;632126.8455388334;4803263.742502369
zone_27627;3;zone_27627_3;home;67103.0;;;1815;;631336.4364957041;4804176.438556725
zone_27628;1;zone_27628_1;home;;29910.0;;1873;;630665.729974846;4803536.363807045
zone_27628;2;zone_27628_2;work;43738.0;68052.0;;1720;;635463.7060103199;4804683.826864863
zone_27628;3;zone_27628_3;home;92590.0;;;1873;;630665.729974846;4803536.363807045
zone_27629;1;zone_27629_1;home;;27670.0;;2872;;632303.5491439501;4804209.979694768
zone_27629;2;zone_27629_2;work;31301.0;61037.0;;315;;630058.9064276607;4804826.804914959
zone_27629;3;zone_27629_3;home;64668.0;;;2872;;632303.5491439501;4804209.979694768
zone_2763;1;zone_2763_1;home;;26139.0;;1254;;636388.6401010551;4801896.6194677055
zone_2763;2;zone_2763_2;work;29158.0;58567.0;;2814;;634557.6905523357;4801268.934089326
zone_2763;3;zone_2763_3;home;61586.0;;;1254;;636388.6401010551;4801896.6194677055
zone_27630;1;zone_27630_1;home;;46881.0;;98;;630649.9067196064;4803799.085852673
zone_27630;2;zone_27630_2;other;52212.0;70902.0;;2978;;633825.7461355871;4802535.820418526
zone_27630;3;zone_27630_3;home;76233.0;;;98;;630649.9067196064;4803799.085852673
zone_27631;1;zone_27631_1;home;;25459.0;;2305;;634345.4245321029;4804266.418250648
zone_27631;2;zone_27631_2;work;31799.0;62521.0;;2642;;631362.626809166;4801505.731049007
zone_27631;3;zone_27631_3;home;68861.0;;;2305;;634345.4245321029;4804266.418250648
zone_27632;1;zone_27632_1;home;;27636.0;;1011;;630493.0329025546;4803510.178425379
zone_27632;2;zone_27632_2;work;28231.0;62843.0;;1875;;630860.8003478084;4803408.619030113
zone_27632;3;zone_27632_3;home;63438.0;;;1011;;630493.0329025546;4803510.178425379
zone_27633;1;zone_27633_1;home;;40750.0;;1827;;631630.0170035341;4804044.198488032
zone_27633;2;zone_27633_2;other;51266.0;51266.0;;1254;;636388.6401010551;4801896.6194677055
zone_27633;3;zone_27633_3;home;62070.0;;;1827;;631630.0170035341;4804044.198488032
zone_27634;1;zone_27634_1;home;;47035.0;;1837;;630784.690107689;4803830.118691895
zone_27634;2;zone_27634_2;other;47609.0;62029.0;;2638;;631558.5846738539;4801836.618949456
zone_27634;3;zone_27634_3;home;62593.0;;;1837;;630784.690107689;4803830.118691895
zone_27635;1;zone_27635_1;home;;25599.0;;2656;;630770.5046561164;4800887.000712682
zone_27635;2;zone_27635_2;work;26353.0;57760.0;;1849;;631384.9462649372;4804246.21377017
zone_27635;3;zone_27635_3;home;58414.0;;;2656;;630770.5046561164;4800887.000712682
zone_27636;1;zone_27636_1;home;;32121.0;;2113;;632744.8747950724;4803938.610677628
zone_27636;2;zone_27636_2;work;34422.0;61956.0;;178;;632945.7852111394;4805400.043875223
zone_27636;3;zone_27636_3;home;64257.0;;;2113;;632744.8747950724;4803938.610677628
zone_27637;1;zone_27637_1;home;;27972.0;;1507;;631530.5162887073;4802303.805222068
zone_27637;2;zone_27637_2;work;31558.0;65811.0;;777;;633875.3638544122;4804969.035035094
zone_27637;3;zone_27637_3;home;69531.0;;;1507;;631530.5162887073;4802303.805222068
zone_27638;1;zone_27638_1;home;;31210.0;;1439;;631581.4738239266;4801225.7202214245
zone_27638;2;zone_27638_2;work;41930.0;64746.0;;2022;;633649.1550210211;4804253.2413223665
zone_27638;3;zone_27638_3;home;82984.0;;;1439;;631581.4738239266;4801225.7202214245
zone_27639;1;zone_27639_1;home;;31546.0;;665;;630429.5184151004;4803076.347536081
zone_27639;2;zone_27639_2;work;48947.0;66206.0;;1204;;634549.5731778375;4803645.0555167105
zone_27639;3;zone_27639_3;home;91571.0;;;665;;630429.5184151004;4803076.347536081
zone_2764;1;zone_2764_1;home;;42909.0;;1204;;634549.5731778375;4803645.0555167105
zone_2764;2;zone_2764_2;other;55845.0;60108.0;;1445;;630856.6701954656;4800766.474896733
zone_2764;3;zone_2764_3;home;69378.0;;;1204;;634549.5731778375;4803645.0555167105
zone_27640;1;zone_27640_1;home;;27840.0;;883;;631791.0826605032;4802719.483491401
zone_27640;2;zone_27640_2;work;29847.0;65084.0;;2642;;631362.626809166;4801505.731049007
zone_27640;3;zone_27640_3;home;67091.0;;;883;;631791.0826605032;4802719.483491401
zone_27641;1;zone_27641_1;home;;28740.0;;1337;;632955.3667052033;4804152.701514505
zone_27641;2;zone_27641_2;work;30844.0;64975.0;;979;;631580.318905155;4803000.045457482
zone_27641;3;zone_27641_3;home;66734.0;;;1337;;632955.3667052033;4804152.701514505
zone_27642;1;zone_27642_1;home;;31415.0;;2500;;631790.5611601672;4802027.624181747
zone_27642;2;zone_27642_2;work;37216.0;66253.0;;1716;;635103.0619323661;4803718.069783684
zone_27642;3;zone_27642_3;home;72054.0;;;2500;;631790.5611601672;4802027.624181747
zone_27643;1;zone_27643_1;home;;40096.0;;777;;633875.3638544122;4804969.035035094
zone_27643;2;zone_27643_2;other;53817.0;64293.0;;2067;;631379.4422706403;4803697.137929138
zone_27643;3;zone_27643_3;home;90774.0;;;777;;633875.3638544122;4804969.035035094
zone_27644;1;zone_27644_1;home;;25861.0;;979;;631580.318905155;4803000.045457482
zone_27644;2;zone_27644_2;work;27250.0;62643.0;;2754;;631423.0319878319;4804629.119078821
zone_27644;3;zone_27644_3;home;79281.0;;;979;;631580.318905155;4803000.045457482
zone_27645;1;zone_27645_1;home;;25910.0;;2046;;633107.9728163203;4803151.97471363
zone_27645;2;zone_27645_2;work;29405.0;61397.0;;2754;;631423.0319878319;4804629.119078821
zone_27645;3;zone_27645_3;home;64892.0;;;2046;;633107.9728163203;4803151.97471363
zone_27646;1;zone_27646_1;home;;30996.0;;1100;;631282.7078891515;4803800.23608442
zone_27646;2;zone_27646_2;work;34316.0;68220.0;;194;;633289.0446106805;4803089.549485229
zone_27646;3;zone_27646_3;home;71540.0;;;1100;;631282.7078891515;4803800.23608442
zone_27647;1;zone_27647_1;home;;26055.0;;723;;631035.0246747728;4804516.011792572
zone_27647;2;zone_27647_2;work;28971.0;64237.0;;1709;;632655.4820367622;4803666.472212685
zone_27647;3;zone_27647_3;home;78865.0;;;723;;631035.0246747728;4804516.011792572
zone_27648;1;zone_27648_1;home;;38728.0;;2752;;631878.7538947095;4804442.962823434
zone_27648;2;zone_27648_2;other;42255.0;46975.0;;787;;634139.6610709482;4804402.957243785
zone_27648;3;zone_27648_3;home;50502.0;;;2752;;631878.7538947095;4804442.962823434
zone_27649;1;zone_27649_1;home;;25869.0;;1254;;636388.6401010551;4801896.6194677055
zone_27649;2;zone_27649_2;work;29032.0;66623.0;;699;;632217.2336578646;4803170.813884858
zone_27649;3;zone_27649_3;home;84434.0;;;1254;;636388.6401010551;4801896.6194677055
zone_2765;1;zone_2765_1;home;;28014.0;;1066;;631153.1783559389;4802441.457958708
zone_2765;2;zone_2765_2;work;28179.0;67405.0;;949;;631432.2073320671;4802757.173591535
zone_2765;3;zone_2765_3;home;67536.0;;;1066;;631153.1783559389;4802441.457958708
zone_27650;1;zone_27650_1;home;;28587.0;;1507;;631530.5162887073;4802303.805222068
zone_27650;2;zone_27650_2;work;32559.0;66910.0;;1403;;632040.2194224335;4804799.049864544
zone_27650;3;zone_27650_3;home;70882.0;;;1507;;631530.5162887073;4802303.805222068
zone_27651;1;zone_27651_1;home;;27771.0;;1337;;632955.3667052033;4804152.701514505
zone_27651;2;zone_27651_2;work;29717.0;63903.0;;2121;;631720.7178746574;4801452.14764747
zone_27651;3;zone_27651_3;home;79344.0;;;1337;;632955.3667052033;4804152.701514505
zone_27652;1;zone_27652_1;home;;26054.0;;2716;;630308.5053539446;4801001.780595748
zone_27652;2;zone_27652_2;work;26725.0;65361.0;;2367;;632118.6311566778;4803153.436839359
zone_27652;3;zone_27652_3;home;65965.0;;;2716;;630308.5053539446;4801001.780595748
zone_27653;1;zone_27653_1;home;;28254.0;;2195;;634485.1439773459;4804141.669457834
zone_27653;2;zone_27653_2;work;39309.0;58683.0;;1419;;631204.4629582611;4803437.241184747
zone_27653;3;zone_27653_3;home;71904.0;;;2195;;634485.1439773459;4804141.669457834
zone_27654;1;zone_27654_1;home;;31755.0;;647;;631479.7837668518;4803589.856118465
zone_27654;2;zone_27654_2;work;32856.0;62658.0;;1760;;630819.917538981;4803337.801239818
zone_27654;3;zone_27654_3;home;63759.0;;;647;;631479.7837668518;4803589.856118465
zone_27655;1;zone_27655_1;home;;27170.0;;194;;633289.0446106805;4803089.549485229
zone_27655;2;zone_27655_2;work;29098.0;58747.0;;2922;;631650.1637896863;4802868.967392746
zone_27655;3;zone_27655_3;home;60772.0;;;194;;633289.0446106805;4803089.549485229
zone_27656;1;zone_27656_1;home;;49141.0;;883;;631791.0826605032;4802719.483491401
zone_27656;2;zone_27656_2;other;50243.0;50243.0;;983;;631917.5798060347;4803414.822923869
zone_27656;3;zone_27656_3;home;51345.0;;;883;;631791.0826605032;4802719.483491401
zone_27657;1;zone_27657_1;home;;30104.0;;2111;;630672.7993184038;4803212.039297139
zone_27657;2;zone_27657_2;work;30597.0;58169.0;;2706;;629928.5647218626;4801314.75116491
zone_27657;3;zone_27657_3;home;58676.0;;;2111;;630672.7993184038;4803212.039297139
zone_27658;1;zone_27658_1;home;;28418.0;;2762;;631036.9913505816;4804758.620460505
